Year,AGS,Nationalität,Gebietseinheit,GeoCode,Value
2020,257,Ausländerinnen und Ausländer,Schaumburg,K03257,129
2020,2,Ausländerinnen und Ausländer,Statistische Region Hannover,K032,2765
2020,351,Ausländerinnen und Ausländer,Celle,K03351,170
2020,352,Ausländerinnen und Ausländer,Cuxhaven,K03352,111
2020,353,Ausländerinnen und Ausländer,Harburg,K03353,196
2020,354,Ausländerinnen und Ausländer,Lüchow-Dannenberg,K03354,35
2020,355,Ausländerinnen und Ausländer,Lüneburg,K03355,137
2020,356,Ausländerinnen und Ausländer,Osterholz,K03356,61
2020,357,Ausländerinnen und Ausländer,Rotenburg (Wümme),K03357,117
2020,358,Ausländerinnen und Ausländer,Heidekreis,K03358,180
2020,359,Ausländerinnen und Ausländer,Stade,K03359,235
2020,360,Ausländerinnen und Ausländer,Uelzen,K03360,66
2020,361,Ausländerinnen und Ausländer,Verden,K03361,108
2020,3,Ausländerinnen und Ausländer,Statistische Region Lüneburg,K033,1416
2020,401,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,179
2020,402,Ausländerinnen und Ausländer,Emden  Stadt,K03402,75
2020,403,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,256
2020,404,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,242
2020,405,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,150
2020,451,Ausländerinnen und Ausländer,Ammerland,K03451,81
2020,452,Ausländerinnen und Ausländer,Aurich,K03452,122
2020,453,Ausländerinnen und Ausländer,Cloppenburg,K03453,284
2020,454,Ausländerinnen und Ausländer,Emsland,K03454,434
2020,455,Ausländerinnen und Ausländer,Friesland,K03455,47
2020,456,Ausländerinnen und Ausländer,Grafschaft Bentheim,K03456,175
2020,457,Ausländerinnen und Ausländer,Leer,K03457,209
2020,458,Ausländerinnen und Ausländer,Oldenburg,K03458,120
2020,459,Ausländerinnen und Ausländer,Osnabrück,K03459,382
2020,460,Ausländerinnen und Ausländer,Vechta,K03460,288
2020,461,Ausländerinnen und Ausländer,Wesermarsch,K03461,83
2020,462,Ausländerinnen und Ausländer,Wittmund,K03462,39
2020,4,Ausländerinnen und Ausländer,Statistische Region Weser-Ems,K034,3166
2020,0,Ausländerinnen und Ausländer,Niedersachsen,K030,9004
2021,101,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,261
2021,102,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,290
2021,103,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,213
2021,151,Ausländerinnen und Ausländer,Gifhorn,K03151,139
2021,153,Ausländerinnen und Ausländer,Goslar,K03153,141
2021,154,Ausländerinnen und Ausländer,Helmstedt,K03154,85
2021,155,Ausländerinnen und Ausländer,Northeim,K03155,106
2021,157,Ausländerinnen und Ausländer,Peine,K03157,143
2021,158,Ausländerinnen und Ausländer,Wolfenbüttel,K03158,73
2021,159,Ausländerinnen und Ausländer,Göttingen,K03159,315
2021,1,Ausländerinnen und Ausländer,Statistische Region Braunschweig,K031,1766
2021,241,Ausländerinnen und Ausländer,Hannover  Region,K03241,1751
2021,241001,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,1012
2021,241999,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,2763
2021,251,Ausländerinnen und Ausländer,Diepholz,K03251,215
2021,252,Ausländerinnen und Ausländer,Hameln-Pyrmont,K03252,200
2021,254,Ausländerinnen und Ausländer,Hildesheim,K03254,283
2021,255,Ausländerinnen und Ausländer,Holzminden,K03255,59
2021,256,Ausländerinnen und Ausländer,Nienburg (Weser),K03256,115
2021,257,Ausländerinnen und Ausländer,Schaumburg,K03257,155
2021,2,Ausländerinnen und Ausländer,Statistische Region Hannover,K032,2778
2021,351,Ausländerinnen und Ausländer,Celle,K03351,175
2021,352,Ausländerinnen und Ausländer,Cuxhaven,K03352,113
2021,353,Ausländerinnen und Ausländer,Harburg,K03353,229
2021,354,Ausländerinnen und Ausländer,Lüchow-Dannenberg,K03354,20
2021,355,Ausländerinnen und Ausländer,Lüneburg,K03355,136
2021,356,Ausländerinnen und Ausländer,Osterholz,K03356,64
2021,357,Ausländerinnen und Ausländer,Rotenburg (Wümme),K03357,119
2021,358,Ausländerinnen und Ausländer,Heidekreis,K03358,133
2021,359,Ausländerinnen und Ausländer,Stade,K03359,228
2021,360,Ausländerinnen und Ausländer,Uelzen,K03360,77
2021,361,Ausländerinnen und Ausländer,Verden,K03361,109
2021,3,Ausländerinnen und Ausländer,Statistische Region Lüneburg,K033,1403
2021,401,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,220
2021,402,Ausländerinnen und Ausländer,Emden  Stadt,K03402,80
2021,403,Ausländerinnen und Ausländer,"Oldenburg(Oldb), Stadt",K03403,251
2021,404,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,256
2021,405,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,120
2021,451,Ausländerinnen und Ausländer,Ammerland,K03451,90
2021,452,Ausländerinnen und Ausländer,Aurich,K03452,119
2021,453,Ausländerinnen und Ausländer,Cloppenburg,K03453,270
2021,454,Ausländerinnen und Ausländer,Emsland,K03454,439
2021,455,Ausländerinnen und Ausländer,Friesland,K03455,54
2021,456,Ausländerinnen und Ausländer,Grafschaft Bentheim,K03456,172
2021,457,Ausländerinnen und Ausländer,Leer,K03457,166
2021,458,Ausländerinnen und Ausländer,Oldenburg,K03458,123
2021,459,Ausländerinnen und Ausländer,Osnabrück,K03459,406
2021,460,Ausländerinnen und Ausländer,Vechta,K03460,276
2021,461,Ausländerinnen und Ausländer,Wesermarsch,K03461,73
2021,462,Ausländerinnen und Ausländer,Wittmund,K03462,37
2021,4,Ausländerinnen und Ausländer,Statistische Region Weser-Ems,K034,3152
2022,101,Ausländerinnen und Ausländer,"Braunschweig, Stadt",K03101,269
2022,102,Ausländerinnen und Ausländer,"Salzgitter, Stadt",K03102,288
2022,103,Ausländerinnen und Ausländer,"Wolfsburg, Stadt",K03103,209
2022,151,Ausländerinnen und Ausländer,Gifhorn,K03151,150
2022,153,Ausländerinnen und Ausländer,Goslar,K03153,120
2022,154,Ausländerinnen und Ausländer,Helmstedt,K03154,90
2022,155,Ausländerinnen und Ausländer,Northeim,K03155,111
2022,157,Ausländerinnen und Ausländer,Peine,K03157,128
2022,158,Ausländerinnen und Ausländer,Wolfenbüttel,K03158,106
2022,159,Ausländerinnen und Ausländer,Göttingen,K03159,366
2022,1,Ausländerinnen und Ausländer,Statistische Region Braunschweig,K031,1837
2022,241,Ausländerinnen und Ausländer,Region Hannover,K03241,1734
2022,241001,Ausländerinnen und Ausländer,"dav. Hannover, Lhst.",K03241001,978
2022,241999,Ausländerinnen und Ausländer,"dav. Hannover, Umland",K03241999,756
2022,251,Ausländerinnen und Ausländer,Diepholz,K03251,231
2022,252,Ausländerinnen und Ausländer,Hameln-Pyrmont,K03252,212
2022,254,Ausländerinnen und Ausländer,Hildesheim,K03254,281
2022,255,Ausländerinnen und Ausländer,Holzminden,K03255,85
2022,256,Ausländerinnen und Ausländer,Nienburg (Weser),K03256,127
2022,257,Ausländerinnen und Ausländer,Schaumburg,K03257,162
2022,2,Ausländerinnen und Ausländer,Statistische Region Hannover,K032,2832
2022,351,Ausländerinnen und Ausländer,Celle,K03351,139
2022,352,Ausländerinnen und Ausländer,Cuxhaven,K03352,136
2022,353,Ausländerinnen und Ausländer,Harburg,K03353,200
2022,354,Ausländerinnen und Ausländer,Lüchow-Dannenberg,K03354,37
2022,355,Ausländerinnen und Ausländer,Lüneburg,K03355,141
2022,356,Ausländerinnen und Ausländer,Osterholz,K03356,76
2022,357,Ausländerinnen und Ausländer,Rotenburg (Wümme),K03357,154
2022,358,Ausländerinnen und Ausländer,Heidekreis,K03358,169
2022,359,Ausländerinnen und Ausländer,Stade,K03359,256
2022,360,Ausländerinnen und Ausländer,Uelzen,K03360,84
2022,361,Ausländerinnen und Ausländer,Verden,K03361,146
2022,3,Ausländerinnen und Ausländer,Statistische Region Lüneburg,K033,1538
2022,401,Ausländerinnen und Ausländer,"Delmenhorst, Stadt",K03401,205
2022,402,Ausländerinnen und Ausländer,"Emden, Stadt",K03402,77
2022,403,Ausländerinnen und Ausländer,"Oldenburg (Oldb), Stadt",K03403,265
2022,404,Ausländerinnen und Ausländer,"Osnabrück, Stadt",K03404,235
2022,405,Ausländerinnen und Ausländer,"Wilhelmshaven, Stadt",K03405,118
2022,451,Ausländerinnen und Ausländer,Ammerland,K03451,97
2022,452,Ausländerinnen und Ausländer,Aurich,K03452,144
2022,453,Ausländerinnen und Ausländer,Cloppenburg,K03453,307
2022,454,Ausländerinnen und Ausländer,Emsland,K03454,471
2022,455,Ausländerinnen und Ausländer,Friesland,K03455,53
2022,456,Ausländerinnen und Ausländer,Grafschaft Bentheim,K03456,206
2022,457,Ausländerinnen und Ausländer,Leer,K03457,185
2022,458,Ausländerinnen und Ausländer,Oldenburg,K03458,147
2022,459,Ausländerinnen und Ausländer,Osnabrück,K03459,378
2022,460,Ausländerinnen und Ausländer,Vechta,K03460,270
2022,461,Ausländerinnen und Ausländer,Wesermarsch,K03461,103
2022,462,Ausländerinnen und Ausländer,Wittmund,K03462,41
2022,4,Ausländerinnen und Ausländer,Statistische Region Weser-Ems,K034,3302
2022,0,Ausländerinnen und Ausländer,Niedersachsen,K030,9509
2005,101,Deutsche,"Braunschweig, Stadt",K03101,1968
2005,102,Deutsche,"Salzgitter, Stadt",K03102,825
2005,103,Deutsche,"Wolfsburg, Stadt",K03103,853
2005,151,Deutsche,Gifhorn,K03151,1537
2005,153,Deutsche,Goslar,K03153,940
2005,154,Deutsche,Helmstedt,K03154,673
2005,155,Deutsche,Northeim,K03155,1037
2005,157,Deutsche,Peine,K03157,1089
2005,158,Deutsche,Wolfenbüttel,K03158,916
2005,159,Deutsche,Göttingen,K03159,2531
2005,1,Deutsche,Statistische Region Braunschweig,K031,12369
2005,241,Deutsche,Hannover  Region,K03241,9082
2005,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,4519
2005,241999,Deutsche,"dav. Hannover, Umland",K03241999,4563
2005,251,Deutsche,Diepholz,K03251,1728
2005,252,Deutsche,Hameln-Pyrmont,K03252,1189
2005,254,Deutsche,Hildesheim,K03254,2221
2005,255,Deutsche,Holzminden,K03255,548
2005,256,Deutsche,Nienburg (Weser),K03256,1035
2005,257,Deutsche,Schaumburg,K03257,1187
2005,2,Deutsche,Statistische Region Hannover,K032,16990
2005,351,Deutsche,Celle,K03351,1602
2005,352,Deutsche,Cuxhaven,K03352,1438
2005,353,Deutsche,Harburg,K03353,1990
2005,354,Deutsche,Lüchow-Dannenberg,K03354,415
2005,355,Deutsche,Lüneburg,K03355,1445
2005,356,Deutsche,Osterholz,K03356,798
2005,357,Deutsche,Rotenburg (Wümme),K03357,1424
2005,358,Deutsche,Heidekreis,K03358,1175
2005,359,Deutsche,Stade,K03359,1633
2005,360,Deutsche,Uelzen,K03360,713
2005,361,Deutsche,Verden,K03361,1113
2005,3,Deutsche,Statistische Region Lüneburg,K033,13746
2005,401,Deutsche,"Delmenhorst, Stadt",K03401,604
2005,402,Deutsche,Emden  Stadt,K03402,390
2005,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1311
2005,404,Deutsche,"Osnabrück, Stadt",K03404,1319
2005,405,Deutsche,"Wilhelmshaven, Stadt",K03405,563
2005,451,Deutsche,Ammerland,K03451,984
2005,452,Deutsche,Aurich,K03452,1616
2005,453,Deutsche,Cloppenburg,K03453,1683
2005,454,Deutsche,Emsland,K03454,2937
2005,455,Deutsche,Friesland,K03455,687
2005,456,Deutsche,Grafschaft Bentheim,K03456,1154
2005,457,Deutsche,Leer,K03457,1444
2005,458,Deutsche,Oldenburg,K03458,1060
2005,459,Deutsche,Osnabrück,K03459,3274
2005,460,Deutsche,Vechta,K03460,1344
2005,461,Deutsche,Wesermarsch,K03461,740
2005,462,Deutsche,Wittmund,K03462,474
2005,4,Deutsche,Statistische Region Weser-Ems,K034,21584
2005,0,Deutsche,Niedersachsen,K030,64689
2006,101,Deutsche,"Braunschweig, Stadt",K03101,1999
2006,102,Deutsche,"Salzgitter, Stadt",K03102,812
2006,103,Deutsche,"Wolfsburg, Stadt",K03103,893
2006,151,Deutsche,Gifhorn,K03151,1463
2006,153,Deutsche,Goslar,K03153,914
2006,154,Deutsche,Helmstedt,K03154,685
2006,155,Deutsche,Northeim,K03155,984
2006,157,Deutsche,Peine,K03157,1061
2006,158,Deutsche,Wolfenbüttel,K03158,894
2006,159,Deutsche,Göttingen,K03159,2487
2006,1,Deutsche,Statistische Region Braunschweig,K031,12192
2006,241,Deutsche,Hannover  Region,K03241,9079
2006,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,4537
2006,241999,Deutsche,"dav. Hannover, Umland",K03241999,4542
2006,251,Deutsche,Diepholz,K03251,1630
2006,252,Deutsche,Hameln-Pyrmont,K03252,1111
2006,254,Deutsche,Hildesheim,K03254,2059
2006,255,Deutsche,Holzminden,K03255,521
2006,256,Deutsche,Nienburg (Weser),K03256,982
2006,257,Deutsche,Schaumburg,K03257,1276
2006,2,Deutsche,Statistische Region Hannover,K032,16658
2006,351,Deutsche,Celle,K03351,1467
2006,352,Deutsche,Cuxhaven,K03352,1435
2006,353,Deutsche,Harburg,K03353,1843
2006,354,Deutsche,Lüchow-Dannenberg,K03354,351
2006,355,Deutsche,Lüneburg,K03355,1496
2006,356,Deutsche,Osterholz,K03356,832
2006,357,Deutsche,Rotenburg (Wümme),K03357,1418
2006,358,Deutsche,Heidekreis,K03358,1178
2006,359,Deutsche,Stade,K03359,1672
2006,360,Deutsche,Uelzen,K03360,727
2006,361,Deutsche,Verden,K03361,1083
2006,3,Deutsche,Statistische Region Lüneburg,K033,13502
2006,401,Deutsche,"Delmenhorst, Stadt",K03401,623
2006,402,Deutsche,Emden  Stadt,K03402,430
2006,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1318
2006,404,Deutsche,"Osnabrück, Stadt",K03404,1274
2006,405,Deutsche,"Wilhelmshaven, Stadt",K03405,583
2006,451,Deutsche,Ammerland,K03451,949
2006,452,Deutsche,Aurich,K03452,1522
2006,453,Deutsche,Cloppenburg,K03453,1663
2006,454,Deutsche,Emsland,K03454,2769
2006,455,Deutsche,Friesland,K03455,687
2006,456,Deutsche,Grafschaft Bentheim,K03456,1136
2006,457,Deutsche,Leer,K03457,1350
2006,458,Deutsche,Oldenburg,K03458,987
2006,459,Deutsche,Osnabrück,K03459,3073
2006,460,Deutsche,Vechta,K03460,1185
2006,461,Deutsche,Wesermarsch,K03461,685
2006,462,Deutsche,Wittmund,K03462,467
2006,4,Deutsche,Statistische Region Weser-Ems,K034,20701
2006,0,Deutsche,Niedersachsen,K030,63053
2007,101,Deutsche,"Braunschweig, Stadt",K03101,2110
2007,102,Deutsche,"Salzgitter, Stadt",K03102,784
2007,103,Deutsche,"Wolfsburg, Stadt",K03103,903
2007,151,Deutsche,Gifhorn,K03151,1509
2007,153,Deutsche,Goslar,K03153,903
2007,154,Deutsche,Helmstedt,K03154,712
2007,155,Deutsche,Northeim,K03155,986
2007,157,Deutsche,Peine,K03157,1013
2007,158,Deutsche,Wolfenbüttel,K03158,885
2007,159,Deutsche,Göttingen,K03159,2555
2007,1,Deutsche,Statistische Region Braunschweig,K031,12360
2007,241,Deutsche,Hannover  Region,K03241,9328
2007,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,4755
2007,241999,Deutsche,"dav. Hannover, Umland",K03241999,4573
2007,251,Deutsche,Diepholz,K03251,1611
2007,252,Deutsche,Hameln-Pyrmont,K03252,1116
2007,254,Deutsche,Hildesheim,K03254,2071
2007,255,Deutsche,Holzminden,K03255,491
2007,256,Deutsche,Nienburg (Weser),K03256,979
2007,257,Deutsche,Schaumburg,K03257,1152
2007,2,Deutsche,Statistische Region Hannover,K032,16748
2007,351,Deutsche,Celle,K03351,1438
2007,352,Deutsche,Cuxhaven,K03352,1457
2007,353,Deutsche,Harburg,K03353,1955
2007,354,Deutsche,Lüchow-Dannenberg,K03354,337
2007,355,Deutsche,Lüneburg,K03355,1479
2007,356,Deutsche,Osterholz,K03356,824
2007,357,Deutsche,Rotenburg (Wümme),K03357,1418
2007,358,Deutsche,Heidekreis,K03358,1120
2007,359,Deutsche,Stade,K03359,1622
2007,360,Deutsche,Uelzen,K03360,685
2007,361,Deutsche,Verden,K03361,1102
2007,3,Deutsche,Statistische Region Lüneburg,K033,13437
2007,401,Deutsche,"Delmenhorst, Stadt",K03401,574
2007,402,Deutsche,Emden  Stadt,K03402,398
2007,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1264
2007,404,Deutsche,"Osnabrück, Stadt",K03404,1389
2007,405,Deutsche,"Wilhelmshaven, Stadt",K03405,570
2007,451,Deutsche,Ammerland,K03451,872
2007,452,Deutsche,Aurich,K03452,1579
2007,453,Deutsche,Cloppenburg,K03453,1603
2007,454,Deutsche,Emsland,K03454,2756
2007,455,Deutsche,Friesland,K03455,730
2007,456,Deutsche,Grafschaft Bentheim,K03456,1027
2007,457,Deutsche,Leer,K03457,1364
2007,458,Deutsche,Oldenburg,K03458,931
2007,459,Deutsche,Osnabrück,K03459,2931
2007,460,Deutsche,Vechta,K03460,1281
2007,461,Deutsche,Wesermarsch,K03461,685
2007,462,Deutsche,Wittmund,K03462,442
2007,4,Deutsche,Statistische Region Weser-Ems,K034,20396
2007,0,Deutsche,Niedersachsen,K030,62941
2008,101,Deutsche,"Braunschweig, Stadt",K03101,2060
2008,102,Deutsche,"Salzgitter, Stadt",K03102,807
2008,103,Deutsche,"Wolfsburg, Stadt",K03103,894
2008,151,Deutsche,Gifhorn,K03151,1479
2008,153,Deutsche,Goslar,K03153,943
2008,154,Deutsche,Helmstedt,K03154,646
2008,155,Deutsche,Northeim,K03155,991
2008,157,Deutsche,Peine,K03157,1049
2008,158,Deutsche,Wolfenbüttel,K03158,831
2008,159,Deutsche,Göttingen,K03159,2380
2008,1,Deutsche,Statistische Region Braunschweig,K031,12080
2008,241,Deutsche,Hannover  Region,K03241,9406
2008,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,4732
2008,241999,Deutsche,"dav. Hannover, Umland",K03241999,4674
2008,251,Deutsche,Diepholz,K03251,1637
2008,252,Deutsche,Hameln-Pyrmont,K03252,1120
2008,254,Deutsche,Hildesheim,K03254,2074
2008,255,Deutsche,Holzminden,K03255,498
2008,256,Deutsche,Nienburg (Weser),K03256,959
2008,257,Deutsche,Schaumburg,K03257,1121
2008,2,Deutsche,Statistische Region Hannover,K032,16815
2008,351,Deutsche,Celle,K03351,1422
2008,352,Deutsche,Cuxhaven,K03352,1514
2008,353,Deutsche,Harburg,K03353,1952
2008,354,Deutsche,Lüchow-Dannenberg,K03354,300
2008,355,Deutsche,Lüneburg,K03355,1452
2008,356,Deutsche,Osterholz,K03356,772
2008,357,Deutsche,Rotenburg (Wümme),K03357,1332
2008,358,Deutsche,Heidekreis,K03358,1094
2008,359,Deutsche,Stade,K03359,1635
2008,360,Deutsche,Uelzen,K03360,649
2008,361,Deutsche,Verden,K03361,1076
2008,3,Deutsche,Statistische Region Lüneburg,K033,13198
2008,401,Deutsche,"Delmenhorst, Stadt",K03401,583
2008,402,Deutsche,Emden  Stadt,K03402,394
2008,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1298
2008,404,Deutsche,"Osnabrück, Stadt",K03404,1398
2008,405,Deutsche,"Wilhelmshaven, Stadt",K03405,574
2008,451,Deutsche,Ammerland,K03451,901
2008,452,Deutsche,Aurich,K03452,1520
2008,453,Deutsche,Cloppenburg,K03453,1518
2008,454,Deutsche,Emsland,K03454,2707
2008,455,Deutsche,Friesland,K03455,689
2008,456,Deutsche,Grafschaft Bentheim,K03456,1121
2008,457,Deutsche,Leer,K03457,1314
2008,458,Deutsche,Oldenburg,K03458,967
2008,459,Deutsche,Osnabrück,K03459,3118
2008,460,Deutsche,Vechta,K03460,1266
2008,461,Deutsche,Wesermarsch,K03461,673
2008,462,Deutsche,Wittmund,K03462,435
2008,4,Deutsche,Statistische Region Weser-Ems,K034,20476
2008,0,Deutsche,Niedersachsen,K030,62569
2009,101,Deutsche,"Braunschweig, Stadt",K03101,2050
2009,102,Deutsche,"Salzgitter, Stadt",K03102,749
2009,103,Deutsche,"Wolfsburg, Stadt",K03103,971
2009,151,Deutsche,Gifhorn,K03151,1383
2009,153,Deutsche,Goslar,K03153,824
2009,154,Deutsche,Helmstedt,K03154,586
2009,155,Deutsche,Northeim,K03155,889
2009,157,Deutsche,Peine,K03157,983
2009,158,Deutsche,Wolfenbüttel,K03158,758
2009,159,Deutsche,Göttingen,K03159,2357
2009,1,Deutsche,Statistische Region Braunschweig,K031,11550
2009,241,Deutsche,Hannover  Region,K03241,9130
2009,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,4682
2009,241999,Deutsche,"dav. Hannover, Umland",K03241999,4448
2009,251,Deutsche,Diepholz,K03251,1502
2009,252,Deutsche,Hameln-Pyrmont,K03252,1033
2009,254,Deutsche,Hildesheim,K03254,1900
2009,255,Deutsche,Holzminden,K03255,523
2009,256,Deutsche,Nienburg (Weser),K03256,900
2009,257,Deutsche,Schaumburg,K03257,1100
2009,2,Deutsche,Statistische Region Hannover,K032,16088
2009,351,Deutsche,Celle,K03351,1399
2009,352,Deutsche,Cuxhaven,K03352,1424
2009,353,Deutsche,Harburg,K03353,1809
2009,354,Deutsche,Lüchow-Dannenberg,K03354,305
2009,355,Deutsche,Lüneburg,K03355,1467
2009,356,Deutsche,Osterholz,K03356,779
2009,357,Deutsche,Rotenburg (Wümme),K03357,1318
2009,358,Deutsche,Heidekreis,K03358,1086
2009,359,Deutsche,Stade,K03359,1592
2009,360,Deutsche,Uelzen,K03360,632
2009,361,Deutsche,Verden,K03361,1046
2009,3,Deutsche,Statistische Region Lüneburg,K033,12857
2009,401,Deutsche,"Delmenhorst, Stadt",K03401,520
2009,402,Deutsche,Emden  Stadt,K03402,419
2009,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1322
2009,404,Deutsche,"Osnabrück, Stadt",K03404,1314
2009,405,Deutsche,"Wilhelmshaven, Stadt",K03405,535
2009,451,Deutsche,Ammerland,K03451,831
2009,452,Deutsche,Aurich,K03452,1440
2009,453,Deutsche,Cloppenburg,K03453,1549
2009,454,Deutsche,Emsland,K03454,2636
2009,455,Deutsche,Friesland,K03455,682
2009,456,Deutsche,Grafschaft Bentheim,K03456,1075
2009,457,Deutsche,Leer,K03457,1301
2009,458,Deutsche,Oldenburg,K03458,983
2009,459,Deutsche,Osnabrück,K03459,2811
2009,460,Deutsche,Vechta,K03460,1255
2009,461,Deutsche,Wesermarsch,K03461,628
2009,462,Deutsche,Wittmund,K03462,427
2009,4,Deutsche,Statistische Region Weser-Ems,K034,19728
2009,0,Deutsche,Niedersachsen,K030,60223
2010,101,Deutsche,"Braunschweig, Stadt",K03101,2152
2010,102,Deutsche,"Salzgitter, Stadt",K03102,755
2010,103,Deutsche,"Wolfsburg, Stadt",K03103,948
2010,151,Deutsche,Gifhorn,K03151,1385
2010,153,Deutsche,Goslar,K03153,847
2010,154,Deutsche,Helmstedt,K03154,652
2010,155,Deutsche,Northeim,K03155,931
2010,157,Deutsche,Peine,K03157,980
2010,158,Deutsche,Wolfenbüttel,K03158,825
2010,159,Deutsche,Göttingen,K03159,2303
2010,1,Deutsche,Statistische Region Braunschweig,K031,11778
2010,241,Deutsche,Hannover  Region,K03241,9392
2010,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,4848
2010,241999,Deutsche,"dav. Hannover, Umland",K03241999,4544
2010,251,Deutsche,Diepholz,K03251,1554
2010,252,Deutsche,Hameln-Pyrmont,K03252,1010
2010,254,Deutsche,Hildesheim,K03254,1946
2010,255,Deutsche,Holzminden,K03255,506
2010,256,Deutsche,Nienburg (Weser),K03256,949
2010,257,Deutsche,Schaumburg,K03257,1109
2010,2,Deutsche,Statistische Region Hannover,K032,16466
2010,351,Deutsche,Celle,K03351,1370
2010,352,Deutsche,Cuxhaven,K03352,1352
2010,353,Deutsche,Harburg,K03353,1802
2010,354,Deutsche,Lüchow-Dannenberg,K03354,321
2010,355,Deutsche,Lüneburg,K03355,1489
2010,356,Deutsche,Osterholz,K03356,777
2010,357,Deutsche,Rotenburg (Wümme),K03357,1317
2010,358,Deutsche,Heidekreis,K03358,1134
2010,359,Deutsche,Stade,K03359,1698
2010,360,Deutsche,Uelzen,K03360,647
2010,361,Deutsche,Verden,K03361,1099
2010,3,Deutsche,Statistische Region Lüneburg,K033,13006
2010,401,Deutsche,"Delmenhorst, Stadt",K03401,565
2010,402,Deutsche,Emden  Stadt,K03402,458
2010,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1289
2010,404,Deutsche,"Osnabrück, Stadt",K03404,1296
2010,405,Deutsche,"Wilhelmshaven, Stadt",K03405,594
2010,451,Deutsche,Ammerland,K03451,918
2010,452,Deutsche,Aurich,K03452,1477
2010,453,Deutsche,Cloppenburg,K03453,1528
2010,454,Deutsche,Emsland,K03454,2562
2010,455,Deutsche,Friesland,K03455,680
2010,456,Deutsche,Grafschaft Bentheim,K03456,1096
2010,457,Deutsche,Leer,K03457,1316
2010,458,Deutsche,Oldenburg,K03458,920
2010,459,Deutsche,Osnabrück,K03459,2892
2010,460,Deutsche,Vechta,K03460,1237
2010,461,Deutsche,Wesermarsch,K03461,600
2010,462,Deutsche,Wittmund,K03462,413
2010,4,Deutsche,Statistische Region Weser-Ems,K034,19841
2010,0,Deutsche,Niedersachsen,K030,61091
2011,101,Deutsche,"Braunschweig, Stadt",K03101,2134
2011,102,Deutsche,"Salzgitter, Stadt",K03102,766
2011,103,Deutsche,"Wolfsburg, Stadt",K03103,951
2011,151,Deutsche,Gifhorn,K03151,1268
2011,153,Deutsche,Goslar,K03153,763
2011,154,Deutsche,Helmstedt,K03154,546
2011,155,Deutsche,Northeim,K03155,872
2011,157,Deutsche,Peine,K03157,945
2011,158,Deutsche,Wolfenbüttel,K03158,850
2011,159,Deutsche,Göttingen,K03159,2289
2011,1,Deutsche,Statistische Region Braunschweig,K031,11384
2011,241,Deutsche,Hannover  Region,K03241,9302
2011,241001,Deutsche,"dav. Hannover, Lhst.",K03241001,4793
2011,241999,Deutsche,"dav. Hannover, Umland",K03241999,4509
2011,251,Deutsche,Diepholz,K03251,1510
2011,252,Deutsche,Hameln-Pyrmont,K03252,1014
2011,254,Deutsche,Hildesheim,K03254,1851
2011,255,Deutsche,Holzminden,K03255,436
2011,256,Deutsche,Nienburg (Weser),K03256,919
2011,257,Deutsche,Schaumburg,K03257,1053
2011,2,Deutsche,Statistische Region Hannover,K032,16085
2011,351,Deutsche,Celle,K03351,1355
2011,352,Deutsche,Cuxhaven,K03352,1358
2011,353,Deutsche,Harburg,K03353,1864
2011,354,Deutsche,Lüchow-Dannenberg,K03354,286
2011,355,Deutsche,Lüneburg,K03355,1411
2011,356,Deutsche,Osterholz,K03356,793
2011,357,Deutsche,Rotenburg (Wümme),K03357,1191
2011,358,Deutsche,Heidekreis,K03358,1017
2011,359,Deutsche,Stade,K03359,1572
2011,360,Deutsche,Uelzen,K03360,602
2011,361,Deutsche,Verden,K03361,1002
2011,3,Deutsche,Statistische Region Lüneburg,K033,12451
2011,401,Deutsche,"Delmenhorst, Stadt",K03401,584
2011,402,Deutsche,Emden  Stadt,K03402,402
2011,403,Deutsche,"Oldenburg(Oldb), Stadt",K03403,1299
2011,404,Deutsche,"Osnabrück, Stadt",K03404,1342
2011,405,Deutsche,"Wilhelmshaven, Stadt",K03405,534
2011,451,Deutsche,Ammerland,K03451,884
