Year,Gebietseinheit,Land der Staatsangehörigkeit,Units,GeoCode,Value
2023,Hildesheim,Syrien,Anzahl,K03254,3390
2023,Holzminden,Syrien,Anzahl,K03255,750
2023,Nienburg (Weser),Syrien,Anzahl,K03256,1515
2023,Schaumburg,Syrien,Anzahl,K03257,1965
2023,Statistische Region Hannover,Syrien,Anzahl,K032,31025
2023,Celle,Syrien,Anzahl,K03351,1710
2023,Cuxhaven,Syrien,Anzahl,K03352,1645
2023,Harburg,Syrien,Anzahl,K03353,1710
2023,Lüchow-Dannenberg,Syrien,Anzahl,K03354,285
2023,Lüneburg,Syrien,Anzahl,K03355,1750
2023,Osterholz,Syrien,Anzahl,K03356,915
2023,Rotenburg (Wümme),Syrien,Anzahl,K03357,1660
2023,Heidekreis,Syrien,Anzahl,K03358,1150
2023,Stade,Syrien,Anzahl,K03359,3010
2023,Uelzen,Syrien,Anzahl,K03360,780
2023,Verden,Syrien,Anzahl,K03361,1325
2023,Statistische Region Lüneburg,Syrien,Anzahl,K033,15935
2023,"Delmenhorst, Stadt",Syrien,Anzahl,K03401,2075
2023,"Emden, Stadt",Syrien,Anzahl,K03402,1070
2023,"Oldenburg (Oldb), Stadt",Syrien,Anzahl,K03403,2280
2023,"Osnabrück, Stadt",Syrien,Anzahl,K03404,3800
2023,"Wilhelmshaven, Stadt",Syrien,Anzahl,K03405,2510
2023,Ammerland,Syrien,Anzahl,K03451,1400
2023,Aurich,Syrien,Anzahl,K03452,1840
2023,Cloppenburg,Syrien,Anzahl,K03453,1530
2023,Emsland,Syrien,Anzahl,K03454,3730
2023,Friesland,Syrien,Anzahl,K03455,930
2023,Grafschaft Bentheim,Syrien,Anzahl,K03456,1250
2023,Leer,Syrien,Anzahl,K03457,2520
2023,Oldenburg,Syrien,Anzahl,K03458,1235
2023,Osnabrück,Syrien,Anzahl,K03459,2145
2023,Vechta,Syrien,Anzahl,K03460,2685
2023,Wesermarsch,Syrien,Anzahl,K03461,960
2023,Wittmund,Syrien,Anzahl,K03462,580
2023,Statistische Region Weser-Ems,Syrien,Anzahl,K034,32545
2023,Niedersachsen,Syrien,Anzahl,K030,100310
2024,"Braunschweig, Stadt",Syrien,Anzahl,K03101,2845
2024,"Salzgitter, Stadt",Syrien,Anzahl,K03102,5180
2024,"Wolfsburg, Stadt",Syrien,Anzahl,K03103,2340
2024,Gifhorn,Syrien,Anzahl,K03151,1410
2024,Goslar,Syrien,Anzahl,K03153,1355
2024,Helmstedt,Syrien,Anzahl,K03154,855
2024,Northeim,Syrien,Anzahl,K03155,1180
2024,Peine,Syrien,Anzahl,K03157,2105
2024,Wolfenbüttel,Syrien,Anzahl,K03158,1550
2024,Göttingen,Syrien,Anzahl,K03159,2360
2024,Statistische Region Braunschweig,Syrien,Anzahl,K031,21190
2024,Region Hannover,Syrien,Anzahl,K03241,19145
2024,"dav. Hannover, Lhst.",Syrien,Anzahl,K03241001,9165
2024,"dav. Hannover, Umland",Syrien,Anzahl,K03241999,9980
2024,Diepholz,Syrien,Anzahl,K03251,2200
2024,Hameln-Pyrmont,Syrien,Anzahl,K03252,2750
2024,Hildesheim,Syrien,Anzahl,K03254,3485
2024,Holzminden,Syrien,Anzahl,K03255,735
2024,Nienburg (Weser),Syrien,Anzahl,K03256,1450
2024,Schaumburg,Syrien,Anzahl,K03257,1835
2024,Statistische Region Hannover,Syrien,Anzahl,K032,31600
2024,Celle,Syrien,Anzahl,K03351,1665
2024,Cuxhaven,Syrien,Anzahl,K03352,1595
2024,Harburg,Syrien,Anzahl,K03353,1690
2024,Lüchow-Dannenberg,Syrien,Anzahl,K03354,280
2024,Lüneburg,Syrien,Anzahl,K03355,1905
2024,Osterholz,Syrien,Anzahl,K03356,840
2024,Rotenburg (Wümme),Syrien,Anzahl,K03357,1570
2024,Heidekreis,Syrien,Anzahl,K03358,1015
2024,Stade,Syrien,Anzahl,K03359,2855
2024,Uelzen,Syrien,Anzahl,K03360,765
2024,Verden,Syrien,Anzahl,K03361,1360
2024,Statistische Region Lüneburg,Syrien,Anzahl,K033,15535
2024,"Delmenhorst, Stadt",Syrien,Anzahl,K03401,2070
2024,"Emden, Stadt",Syrien,Anzahl,K03402,1080
2024,"Oldenburg (Oldb), Stadt",Syrien,Anzahl,K03403,2275
2024,"Osnabrück, Stadt",Syrien,Anzahl,K03404,3695
2024,"Wilhelmshaven, Stadt",Syrien,Anzahl,K03405,2530
2024,Ammerland,Syrien,Anzahl,K03451,1400
2024,Aurich,Syrien,Anzahl,K03452,1750
2024,Cloppenburg,Syrien,Anzahl,K03453,1550
2024,Emsland,Syrien,Anzahl,K03454,3975
2024,Friesland,Syrien,Anzahl,K03455,980
2024,Grafschaft Bentheim,Syrien,Anzahl,K03456,1305
2024,Leer,Syrien,Anzahl,K03457,2745
2024,Oldenburg,Syrien,Anzahl,K03458,1260
2024,Osnabrück,Syrien,Anzahl,K03459,2150
2024,Vechta,Syrien,Anzahl,K03460,2465
2024,Wesermarsch,Syrien,Anzahl,K03461,1055
2024,Wittmund,Syrien,Anzahl,K03462,590
2024,Statistische Region Weser-Ems,Syrien,Anzahl,K034,32880
2024,Niedersachsen,Syrien,Anzahl,K030,101200
2025,"Braunschweig, Stadt",Syrien,Anzahl,K03101,2885
2025,"Salzgitter, Stadt",Syrien,Anzahl,K03102,4875
2025,"Wolfsburg, Stadt",Syrien,Anzahl,K03103,2410
2025,Gifhorn,Syrien,Anzahl,K03151,1410
2025,Goslar,Syrien,Anzahl,K03153,1235
2025,Helmstedt,Syrien,Anzahl,K03154,850
2025,Northeim,Syrien,Anzahl,K03155,1055
2025,Peine,Syrien,Anzahl,K03157,2085
2025,Wolfenbüttel,Syrien,Anzahl,K03158,1465
2025,Göttingen,Syrien,Anzahl,K03159,2190
2025,Statistische Region Braunschweig,Syrien,Anzahl,K031,20460
2025,Region Hannover,Syrien,Anzahl,K03241,19655
2025,"dav. Hannover, Lhst.",Syrien,Anzahl,K03241001,9260
2025,"dav. Hannover, Umland",Syrien,Anzahl,K03241999,10395
2025,Diepholz,Syrien,Anzahl,K03251,2080
2025,Hameln-Pyrmont,Syrien,Anzahl,K03252,2680
2025,Hildesheim,Syrien,Anzahl,K03254,3360
2025,Holzminden,Syrien,Anzahl,K03255,700
2025,Nienburg (Weser),Syrien,Anzahl,K03256,1340
2025,Schaumburg,Syrien,Anzahl,K03257,1710
2025,Statistische Region Hannover,Syrien,Anzahl,K032,31525
2025,Celle,Syrien,Anzahl,K03351,1625
2025,Cuxhaven,Syrien,Anzahl,K03352,1505
2025,Harburg,Syrien,Anzahl,K03353,1485
2025,Lüchow-Dannenberg,Syrien,Anzahl,K03354,265
2025,Lüneburg,Syrien,Anzahl,K03355,1700
2025,Osterholz,Syrien,Anzahl,K03356,705
2025,Rotenburg (Wümme),Syrien,Anzahl,K03357,1370
2025,Heidekreis,Syrien,Anzahl,K03358,1010
2025,Stade,Syrien,Anzahl,K03359,2605
2025,Uelzen,Syrien,Anzahl,K03360,800
2025,Verden,Syrien,Anzahl,K03361,1245
2025,Statistische Region Lüneburg,Syrien,Anzahl,K033,14315
2025,"Delmenhorst, Stadt",Syrien,Anzahl,K03401,1935
2025,"Emden, Stadt",Syrien,Anzahl,K03402,1060
2025,"Oldenburg (Oldb), Stadt",Syrien,Anzahl,K03403,2265
2025,"Osnabrück, Stadt",Syrien,Anzahl,K03404,3785
2025,"Wilhelmshaven, Stadt",Syrien,Anzahl,K03405,2550
2025,Ammerland,Syrien,Anzahl,K03451,1195
2025,Aurich,Syrien,Anzahl,K03452,1670
2025,Cloppenburg,Syrien,Anzahl,K03453,1400
2025,Emsland,Syrien,Anzahl,K03454,3595
2025,Friesland,Syrien,Anzahl,K03455,905
2025,Grafschaft Bentheim,Syrien,Anzahl,K03456,1325
2025,Leer,Syrien,Anzahl,K03457,2740
2025,Oldenburg,Syrien,Anzahl,K03458,1225
2025,Osnabrück,Syrien,Anzahl,K03459,1900
2025,Vechta,Syrien,Anzahl,K03460,2220
2025,Wesermarsch,Syrien,Anzahl,K03461,1055
2025,Wittmund,Syrien,Anzahl,K03462,545
2025,Statistische Region Weser-Ems,Syrien,Anzahl,K034,31385
2025,Niedersachsen,Syrien,Anzahl,K030,97685
2005,"Braunschweig, Stadt",Türkei,Anzahl,K03101,5957
2005,"Salzgitter, Stadt",Türkei,Anzahl,K03102,6320
2005,"Wolfsburg, Stadt",Türkei,Anzahl,K03103,581
2005,Gifhorn,Türkei,Anzahl,K03151,1903
2005,Goslar,Türkei,Anzahl,K03153,1936
2005,Helmstedt,Türkei,Anzahl,K03154,1146
2005,Northeim,Türkei,Anzahl,K03155,1026
2005,Peine,Türkei,Anzahl,K03157,2946
2005,Wolfenbüttel,Türkei,Anzahl,K03158,1325
2005,Göttingen,Türkei,Anzahl,K03159,3823
2005,Statistische Region Braunschweig,Türkei,Anzahl,K031,26963
2005,Region Hannover,Türkei,Anzahl,K03241,29699
2005,"dav. Hannover, Lhst.",Türkei,Anzahl,K03241001,19350
2005,"dav. Hannover, Umland",Türkei,Anzahl,K03241999,10349
2005,Diepholz,Türkei,Anzahl,K03251,1788
2005,Hameln-Pyrmont,Türkei,Anzahl,K03252,3221
2005,Hildesheim,Türkei,Anzahl,K03254,4163
2005,Holzminden,Türkei,Anzahl,K03255,1355
2005,Nienburg (Weser),Türkei,Anzahl,K03256,1984
2005,Schaumburg,Türkei,Anzahl,K03257,3060
2005,Statistische Region Hannover,Türkei,Anzahl,K032,45270
2005,Celle,Türkei,Anzahl,K03351,2418
2005,Cuxhaven,Türkei,Anzahl,K03352,1151
2005,Harburg,Türkei,Anzahl,K03353,1619
2005,Lüchow-Dannenberg,Türkei,Anzahl,K03354,104
2005,Lüneburg,Türkei,Anzahl,K03355,995
2005,Osterholz,Türkei,Anzahl,K03356,1008
2005,Rotenburg (Wümme),Türkei,Anzahl,K03357,1000
2005,Heidekreis,Türkei,Anzahl,K03358,1297
2005,Stade,Türkei,Anzahl,K03359,1961
2005,Uelzen,Türkei,Anzahl,K03360,356
2005,Verden,Türkei,Anzahl,K03361,2555
2005,Statistische Region Lüneburg,Türkei,Anzahl,K033,14464
2005,"Delmenhorst, Stadt",Türkei,Anzahl,K03401,3167
2005,"Emden, Stadt",Türkei,Anzahl,K03402,373
2005,"Oldenburg (Oldb), Stadt",Türkei,Anzahl,K03403,2137
2005,"Osnabrück, Stadt",Türkei,Anzahl,K03404,3213
2005,"Wilhelmshaven, Stadt",Türkei,Anzahl,K03405,691
2005,Ammerland,Türkei,Anzahl,K03451,722
2005,Aurich,Türkei,Anzahl,K03452,440
2005,Cloppenburg,Türkei,Anzahl,K03453,1028
2005,Emsland,Türkei,Anzahl,K03454,1204
2005,Friesland,Türkei,Anzahl,K03455,345
2005,Grafschaft Bentheim,Türkei,Anzahl,K03456,1750
2005,Leer,Türkei,Anzahl,K03457,639
2005,Oldenburg,Türkei,Anzahl,K03458,627
2005,Osnabrück,Türkei,Anzahl,K03459,3684
2005,Vechta,Türkei,Anzahl,K03460,3143
2005,Wesermarsch,Türkei,Anzahl,K03461,1574
2005,Wittmund,Türkei,Anzahl,K03462,164
2005,Statistische Region Weser-Ems,Türkei,Anzahl,K034,24901
2005,Niedersachsen,Türkei,Anzahl,K030,111598
2011,"Braunschweig, Stadt",Türkei,Anzahl,K03101,5502
2011,"Salzgitter, Stadt",Türkei,Anzahl,K03102,5664
2011,"Wolfsburg, Stadt",Türkei,Anzahl,K03103,620
2011,Gifhorn,Türkei,Anzahl,K03151,1670
2011,Goslar,Türkei,Anzahl,K03153,1628
2011,Helmstedt,Türkei,Anzahl,K03154,967
2011,Northeim,Türkei,Anzahl,K03155,815
2011,Peine,Türkei,Anzahl,K03157,2615
2011,Wolfenbüttel,Türkei,Anzahl,K03158,1025
2011,Göttingen,Türkei,Anzahl,K03159,3281
2011,Statistische Region Braunschweig,Türkei,Anzahl,K031,23787
2011,Region Hannover,Türkei,Anzahl,K03241,27531
2011,"dav. Hannover, Lhst.",Türkei,Anzahl,K03241001,17951
2011,"dav. Hannover, Umland",Türkei,Anzahl,K03241999,9580
2011,Diepholz,Türkei,Anzahl,K03251,1563
2011,Hameln-Pyrmont,Türkei,Anzahl,K03252,2913
2011,Hildesheim,Türkei,Anzahl,K03254,3508
2011,Holzminden,Türkei,Anzahl,K03255,1156
2011,Nienburg (Weser),Türkei,Anzahl,K03256,1567
2011,Schaumburg,Türkei,Anzahl,K03257,2469
2011,Statistische Region Hannover,Türkei,Anzahl,K032,40707
2011,Celle,Türkei,Anzahl,K03351,1792
2011,Cuxhaven,Türkei,Anzahl,K03352,957
2011,Harburg,Türkei,Anzahl,K03353,1376
2011,Lüchow-Dannenberg,Türkei,Anzahl,K03354,106
2011,Lüneburg,Türkei,Anzahl,K03355,870
2011,Osterholz,Türkei,Anzahl,K03356,869
2011,Rotenburg (Wümme),Türkei,Anzahl,K03357,795
2011,Heidekreis,Türkei,Anzahl,K03358,1028
2011,Stade,Türkei,Anzahl,K03359,1876
2011,Uelzen,Türkei,Anzahl,K03360,254
2011,Verden,Türkei,Anzahl,K03361,2122
2011,Statistische Region Lüneburg,Türkei,Anzahl,K033,12045
2011,"Delmenhorst, Stadt",Türkei,Anzahl,K03401,2610
2011,"Emden, Stadt",Türkei,Anzahl,K03402,332
2011,"Oldenburg (Oldb), Stadt",Türkei,Anzahl,K03403,1772
2011,"Osnabrück, Stadt",Türkei,Anzahl,K03404,2927
2011,"Wilhelmshaven, Stadt",Türkei,Anzahl,K03405,564
2011,Ammerland,Türkei,Anzahl,K03451,581
2011,Aurich,Türkei,Anzahl,K03452,356
2011,Cloppenburg,Türkei,Anzahl,K03453,910
2011,Emsland,Türkei,Anzahl,K03454,1024
2011,Friesland,Türkei,Anzahl,K03455,272
2011,Grafschaft Bentheim,Türkei,Anzahl,K03456,1482
2011,Leer,Türkei,Anzahl,K03457,417
2011,Oldenburg,Türkei,Anzahl,K03458,501
2011,Osnabrück,Türkei,Anzahl,K03459,3276
2011,Vechta,Türkei,Anzahl,K03460,2881
2011,Wesermarsch,Türkei,Anzahl,K03461,1258
2011,Wittmund,Türkei,Anzahl,K03462,112
2011,Statistische Region Weser-Ems,Türkei,Anzahl,K034,21275
2011,Niedersachsen,Türkei,Anzahl,K030,97814
2012,"Braunschweig, Stadt",Türkei,Anzahl,K03101,5380
2012,"Salzgitter, Stadt",Türkei,Anzahl,K03102,5541
2012,"Wolfsburg, Stadt",Türkei,Anzahl,K03103,621
2012,Gifhorn,Türkei,Anzahl,K03151,1655
2012,Goslar,Türkei,Anzahl,K03153,1616
2012,Helmstedt,Türkei,Anzahl,K03154,931
2012,Northeim,Türkei,Anzahl,K03155,787
2012,Peine,Türkei,Anzahl,K03157,2526
2012,Wolfenbüttel,Türkei,Anzahl,K03158,999
2012,Göttingen,Türkei,Anzahl,K03159,3192
2012,Statistische Region Braunschweig,Türkei,Anzahl,K031,23248
2012,Region Hannover,Türkei,Anzahl,K03241,27200
2012,"dav. Hannover, Lhst.",Türkei,Anzahl,K03241001,17686
2012,"dav. Hannover, Umland",Türkei,Anzahl,K03241999,9514
2012,Diepholz,Türkei,Anzahl,K03251,1573
2012,Hameln-Pyrmont,Türkei,Anzahl,K03252,2847
2012,Hildesheim,Türkei,Anzahl,K03254,3419
2012,Holzminden,Türkei,Anzahl,K03255,1104
2012,Nienburg (Weser),Türkei,Anzahl,K03256,1509
2012,Schaumburg,Türkei,Anzahl,K03257,2380
2012,Statistische Region Hannover,Türkei,Anzahl,K032,40032
2012,Celle,Türkei,Anzahl,K03351,1740
2012,Cuxhaven,Türkei,Anzahl,K03352,925
2012,Harburg,Türkei,Anzahl,K03353,1366
2012,Lüchow-Dannenberg,Türkei,Anzahl,K03354,95
2012,Lüneburg,Türkei,Anzahl,K03355,820
2012,Osterholz,Türkei,Anzahl,K03356,819
2012,Rotenburg (Wümme),Türkei,Anzahl,K03357,775
2012,Heidekreis,Türkei,Anzahl,K03358,982
2012,Stade,Türkei,Anzahl,K03359,1828
2012,Uelzen,Türkei,Anzahl,K03360,245
2012,Verden,Türkei,Anzahl,K03361,2029
2012,Statistische Region Lüneburg,Türkei,Anzahl,K033,11624
2012,"Delmenhorst, Stadt",Türkei,Anzahl,K03401,2553
2012,"Emden, Stadt",Türkei,Anzahl,K03402,338
2012,"Oldenburg (Oldb), Stadt",Türkei,Anzahl,K03403,1731
2012,"Osnabrück, Stadt",Türkei,Anzahl,K03404,2863
2012,"Wilhelmshaven, Stadt",Türkei,Anzahl,K03405,537
2012,Ammerland,Türkei,Anzahl,K03451,557
2012,Aurich,Türkei,Anzahl,K03452,347
2012,Cloppenburg,Türkei,Anzahl,K03453,864
2012,Emsland,Türkei,Anzahl,K03454,977
2012,Friesland,Türkei,Anzahl,K03455,261
2012,Grafschaft Bentheim,Türkei,Anzahl,K03456,1420
2012,Leer,Türkei,Anzahl,K03457,400
2012,Oldenburg,Türkei,Anzahl,K03458,486
2012,Osnabrück,Türkei,Anzahl,K03459,3180
2012,Vechta,Türkei,Anzahl,K03460,2737
2012,Wesermarsch,Türkei,Anzahl,K03461,1211
2012,Wittmund,Türkei,Anzahl,K03462,104
2012,Statistische Region Weser-Ems,Türkei,Anzahl,K034,20566
2012,Niedersachsen,Türkei,Anzahl,K030,95470
2013,"Braunschweig, Stadt",Türkei,Anzahl,K03101,5319
2013,"Salzgitter, Stadt",Türkei,Anzahl,K03102,5465
2013,"Wolfsburg, Stadt",Türkei,Anzahl,K03103,619
2013,Gifhorn,Türkei,Anzahl,K03151,1661
2013,Goslar,Türkei,Anzahl,K03153,1592
2013,Helmstedt,Türkei,Anzahl,K03154,912
2013,Northeim,Türkei,Anzahl,K03155,750
2013,Peine,Türkei,Anzahl,K03157,2471
2013,Wolfenbüttel,Türkei,Anzahl,K03158,970
2013,Göttingen,Türkei,Anzahl,K03159,3139
2013,Statistische Region Braunschweig,Türkei,Anzahl,K031,22898
2013,Region Hannover,Türkei,Anzahl,K03241,26767
2013,"dav. Hannover, Lhst.",Türkei,Anzahl,K03241001,17329
2013,"dav. Hannover, Umland",Türkei,Anzahl,K03241999,9438
2013,Diepholz,Türkei,Anzahl,K03251,1547
2013,Hameln-Pyrmont,Türkei,Anzahl,K03252,2786
2013,Hildesheim,Türkei,Anzahl,K03254,3430
2013,Holzminden,Türkei,Anzahl,K03255,1073
2013,Nienburg (Weser),Türkei,Anzahl,K03256,1457
2013,Schaumburg,Türkei,Anzahl,K03257,2330
2013,Statistische Region Hannover,Türkei,Anzahl,K032,39390
2013,Celle,Türkei,Anzahl,K03351,1677
2013,Cuxhaven,Türkei,Anzahl,K03352,870
2013,Harburg,Türkei,Anzahl,K03353,1360
2013,Lüchow-Dannenberg,Türkei,Anzahl,K03354,104
2013,Lüneburg,Türkei,Anzahl,K03355,804
2013,Osterholz,Türkei,Anzahl,K03356,808
2013,Rotenburg (Wümme),Türkei,Anzahl,K03357,760
2013,Heidekreis,Türkei,Anzahl,K03358,954
2013,Stade,Türkei,Anzahl,K03359,1824
2013,Uelzen,Türkei,Anzahl,K03360,253
2013,Verden,Türkei,Anzahl,K03361,1917
2013,Statistische Region Lüneburg,Türkei,Anzahl,K033,11331
2013,"Delmenhorst, Stadt",Türkei,Anzahl,K03401,2492
2013,"Emden, Stadt",Türkei,Anzahl,K03402,336
2013,"Oldenburg (Oldb), Stadt",Türkei,Anzahl,K03403,1689
2013,"Osnabrück, Stadt",Türkei,Anzahl,K03404,2854
2013,"Wilhelmshaven, Stadt",Türkei,Anzahl,K03405,532
2013,Ammerland,Türkei,Anzahl,K03451,546
2013,Aurich,Türkei,Anzahl,K03452,357
2013,Cloppenburg,Türkei,Anzahl,K03453,837
2013,Emsland,Türkei,Anzahl,K03454,938
2013,Friesland,Türkei,Anzahl,K03455,250
2013,Grafschaft Bentheim,Türkei,Anzahl,K03456,1380
2013,Leer,Türkei,Anzahl,K03457,392
2013,Oldenburg,Türkei,Anzahl,K03458,461
2013,Osnabrück,Türkei,Anzahl,K03459,3146
2013,Vechta,Türkei,Anzahl,K03460,2647
2013,Wesermarsch,Türkei,Anzahl,K03461,1152
2013,Wittmund,Türkei,Anzahl,K03462,98
2013,Statistische Region Weser-Ems,Türkei,Anzahl,K034,20107
2013,Niedersachsen,Türkei,Anzahl,K030,93726
2014,"Braunschweig, Stadt",Türkei,Anzahl,K03101,5272
2014,"Salzgitter, Stadt",Türkei,Anzahl,K03102,5400
2014,"Wolfsburg, Stadt",Türkei,Anzahl,K03103,626
2014,Gifhorn,Türkei,Anzahl,K03151,1642
2014,Goslar,Türkei,Anzahl,K03153,1557
2014,Helmstedt,Türkei,Anzahl,K03154,907
2014,Northeim,Türkei,Anzahl,K03155,722
2014,Peine,Türkei,Anzahl,K03157,2393
2014,Wolfenbüttel,Türkei,Anzahl,K03158,945
2014,Göttingen,Türkei,Anzahl,K03159,3097
2014,Statistische Region Braunschweig,Türkei,Anzahl,K031,22561
2014,Region Hannover,Türkei,Anzahl,K03241,26601
2014,"dav. Hannover, Lhst.",Türkei,Anzahl,K03241001,17201
2014,"dav. Hannover, Umland",Türkei,Anzahl,K03241999,9400
2014,Diepholz,Türkei,Anzahl,K03251,1467
2014,Hameln-Pyrmont,Türkei,Anzahl,K03252,2771
2014,Hildesheim,Türkei,Anzahl,K03254,3352
2014,Holzminden,Türkei,Anzahl,K03255,1044
2014,Nienburg (Weser),Türkei,Anzahl,K03256,1415
2014,Schaumburg,Türkei,Anzahl,K03257,2275
2014,Statistische Region Hannover,Türkei,Anzahl,K032,38925
2014,Celle,Türkei,Anzahl,K03351,1625
2014,Cuxhaven,Türkei,Anzahl,K03352,856
2014,Harburg,Türkei,Anzahl,K03353,1362
2014,Lüchow-Dannenberg,Türkei,Anzahl,K03354,103
2014,Lüneburg,Türkei,Anzahl,K03355,776
2014,Osterholz,Türkei,Anzahl,K03356,779
2014,Rotenburg (Wümme),Türkei,Anzahl,K03357,732
2014,Heidekreis,Türkei,Anzahl,K03358,937
2014,Stade,Türkei,Anzahl,K03359,1809
2014,Uelzen,Türkei,Anzahl,K03360,255
2014,Verden,Türkei,Anzahl,K03361,1861
2014,Statistische Region Lüneburg,Türkei,Anzahl,K033,11095
2014,"Delmenhorst, Stadt",Türkei,Anzahl,K03401,2461
2014,"Emden, Stadt",Türkei,Anzahl,K03402,327
2014,"Oldenburg (Oldb), Stadt",Türkei,Anzahl,K03403,1641
2014,"Osnabrück, Stadt",Türkei,Anzahl,K03404,2798
2014,"Wilhelmshaven, Stadt",Türkei,Anzahl,K03405,526
2014,Ammerland,Türkei,Anzahl,K03451,516
2014,Aurich,Türkei,Anzahl,K03452,363
2014,Cloppenburg,Türkei,Anzahl,K03453,819
2014,Emsland,Türkei,Anzahl,K03454,924
2014,Friesland,Türkei,Anzahl,K03455,226
2014,Grafschaft Bentheim,Türkei,Anzahl,K03456,1341
2014,Leer,Türkei,Anzahl,K03457,378
2014,Oldenburg,Türkei,Anzahl,K03458,431
2014,Osnabrück,Türkei,Anzahl,K03459,3060
2014,Vechta,Türkei,Anzahl,K03460,2627
2014,Wesermarsch,Türkei,Anzahl,K03461,1152
2014,Wittmund,Türkei,Anzahl,K03462,100
2014,Statistische Region Weser-Ems,Türkei,Anzahl,K034,19690
2014,Niedersachsen,Türkei,Anzahl,K030,92271
2015,"Braunschweig, Stadt",Türkei,Anzahl,K03101,5141
2015,"Salzgitter, Stadt",Türkei,Anzahl,K03102,5340
2015,"Wolfsburg, Stadt",Türkei,Anzahl,K03103,633
2015,Gifhorn,Türkei,Anzahl,K03151,1633
2015,Goslar,Türkei,Anzahl,K03153,1535
2015,Helmstedt,Türkei,Anzahl,K03154,876
2015,Northeim,Türkei,Anzahl,K03155,718
2015,Peine,Türkei,Anzahl,K03157,2381
2015,Wolfenbüttel,Türkei,Anzahl,K03158,933
2015,Göttingen,Türkei,Anzahl,K03159,3083
2015,Statistische Region Braunschweig,Türkei,Anzahl,K031,22273
2015,Region Hannover,Türkei,Anzahl,K03241,26298
2015,"dav. Hannover, Lhst.",Türkei,Anzahl,K03241001,16986
2015,"dav. Hannover, Umland",Türkei,Anzahl,K03241999,9312
2015,Diepholz,Türkei,Anzahl,K03251,1480
2015,Hameln-Pyrmont,Türkei,Anzahl,K03252,2756
2015,Hildesheim,Türkei,Anzahl,K03254,3310
2015,Holzminden,Türkei,Anzahl,K03255,1023
2015,Nienburg (Weser),Türkei,Anzahl,K03256,1393
2015,Schaumburg,Türkei,Anzahl,K03257,2194
2015,Statistische Region Hannover,Türkei,Anzahl,K032,38454
2015,Celle,Türkei,Anzahl,K03351,1547
2015,Cuxhaven,Türkei,Anzahl,K03352,855
2015,Harburg,Türkei,Anzahl,K03353,1356
2015,Lüchow-Dannenberg,Türkei,Anzahl,K03354,104
2015,Lüneburg,Türkei,Anzahl,K03355,771
2015,Osterholz,Türkei,Anzahl,K03356,738
2015,Rotenburg (Wümme),Türkei,Anzahl,K03357,714
2015,Heidekreis,Türkei,Anzahl,K03358,922
2015,Stade,Türkei,Anzahl,K03359,1789
2015,Uelzen,Türkei,Anzahl,K03360,259
2015,Verden,Türkei,Anzahl,K03361,1813
2015,Statistische Region Lüneburg,Türkei,Anzahl,K033,10868
2015,"Delmenhorst, Stadt",Türkei,Anzahl,K03401,2442
2015,"Emden, Stadt",Türkei,Anzahl,K03402,303
2015,"Oldenburg (Oldb), Stadt",Türkei,Anzahl,K03403,1586
2015,"Osnabrück, Stadt",Türkei,Anzahl,K03404,2746
2015,"Wilhelmshaven, Stadt",Türkei,Anzahl,K03405,503
2015,Ammerland,Türkei,Anzahl,K03451,509
2015,Aurich,Türkei,Anzahl,K03452,374
2015,Cloppenburg,Türkei,Anzahl,K03453,798
2015,Emsland,Türkei,Anzahl,K03454,913
2015,Friesland,Türkei,Anzahl,K03455,211
2015,Grafschaft Bentheim,Türkei,Anzahl,K03456,1305
2015,Leer,Türkei,Anzahl,K03457,381
2015,Oldenburg,Türkei,Anzahl,K03458,415
2015,Osnabrück,Türkei,Anzahl,K03459,2998
2015,Vechta,Türkei,Anzahl,K03460,2587
2015,Wesermarsch,Türkei,Anzahl,K03461,1155
2015,Wittmund,Türkei,Anzahl,K03462,93
2015,Statistische Region Weser-Ems,Türkei,Anzahl,K034,19319
2015,Niedersachsen,Türkei,Anzahl,K030,90914
2016,"Braunschweig, Stadt",Türkei,Anzahl,K03101,5220
2016,"Salzgitter, Stadt",Türkei,Anzahl,K03102,5285
2016,"Wolfsburg, Stadt",Türkei,Anzahl,K03103,630
2016,Gifhorn,Türkei,Anzahl,K03151,1640
2016,Goslar,Türkei,Anzahl,K03153,1495
2016,Helmstedt,Türkei,Anzahl,K03154,890
2016,Northeim,Türkei,Anzahl,K03155,730
2016,Peine,Türkei,Anzahl,K03157,2365
2016,Wolfenbüttel,Türkei,Anzahl,K03158,920
2016,Göttingen,Türkei,Anzahl,K03159,3035
2016,Statistische Region Braunschweig,Türkei,Anzahl,K031,22220
2016,Region Hannover,Türkei,Anzahl,K03241,26085
2016,"dav. Hannover, Lhst.",Türkei,Anzahl,K03241001,16650
2016,"dav. Hannover, Umland",Türkei,Anzahl,K03241999,9435
2016,Diepholz,Türkei,Anzahl,K03251,1500
2016,Hameln-Pyrmont,Türkei,Anzahl,K03252,2735
2016,Hildesheim,Türkei,Anzahl,K03254,3255
2016,Holzminden,Türkei,Anzahl,K03255,1015
2016,Nienburg (Weser),Türkei,Anzahl,K03256,1375
2016,Schaumburg,Türkei,Anzahl,K03257,2180
2016,Statistische Region Hannover,Türkei,Anzahl,K032,38140
2016,Celle,Türkei,Anzahl,K03351,1490
2016,Cuxhaven,Türkei,Anzahl,K03352,840
2016,Harburg,Türkei,Anzahl,K03353,1390
