Year,Gebietseinheit,Land der Staatsangehörigkeit,Units,GeoCode,Value
2021,Wolfenbüttel,Syrien,Veränderung gegenüber 2005 in Prozent,K03158,611
2021,Göttingen,Syrien,Veränderung gegenüber 2005 in Prozent,K03159,1254
2021,Statistische Region Braunschweig,Syrien,Veränderung gegenüber 2005 in Prozent,K031,1750
2021,Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K03241,1683
2021,"dav. Hannover, Lhst.",Syrien,Veränderung gegenüber 2005 in Prozent,K03241001,1366
2021,"dav. Hannover, Umland",Syrien,Veränderung gegenüber 2005 in Prozent,K03241999,2037
2021,Diepholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03251,1425
2021,Hameln-Pyrmont,Syrien,Veränderung gegenüber 2005 in Prozent,K03252,1551
2021,Hildesheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03254,890
2021,Holzminden,Syrien,Veränderung gegenüber 2005 in Prozent,K03255,2592
2021,Nienburg (Weser),Syrien,Veränderung gegenüber 2005 in Prozent,K03256,349
2021,Schaumburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03257,1005
2021,Statistische Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K032,1290
2021,Celle,Syrien,Veränderung gegenüber 2005 in Prozent,K03351,1206
2021,Cuxhaven,Syrien,Veränderung gegenüber 2005 in Prozent,K03352,1843
2021,Harburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03353,1379
2021,Lüchow-Dannenberg,Syrien,Veränderung gegenüber 2005 in Prozent,K03354,4257
2021,Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03355,1550
2021,Osterholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03356,894
2021,Rotenburg (Wümme),Syrien,Veränderung gegenüber 2005 in Prozent,K03357,3086
2021,Heidekreis,Syrien,Veränderung gegenüber 2005 in Prozent,K03358,1389
2021,Stade,Syrien,Veränderung gegenüber 2005 in Prozent,K03359,3864
2021,Uelzen,Syrien,Veränderung gegenüber 2005 in Prozent,K03360,2076
2021,Verden,Syrien,Veränderung gegenüber 2005 in Prozent,K03361,1142
2021,Statistische Region Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K033,1699
2021,"Delmenhorst, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03401,1746
2021,"Emden, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03402,103900
2021,"Oldenburg (Oldb), Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03403,2264
2021,"Osnabrück, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03404,4928
2021,"Wilhelmshaven, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03405,3864
2021,Ammerland,Syrien,Veränderung gegenüber 2005 in Prozent,K03451,1106
2021,Aurich,Syrien,Veränderung gegenüber 2005 in Prozent,K03452,1952
2021,Cloppenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03453,900
2021,Emsland,Syrien,Veränderung gegenüber 2005 in Prozent,K03454,3023
2021,Friesland,Syrien,Veränderung gegenüber 2005 in Prozent,K03455,2075
2021,Grafschaft Bentheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03456,1240
2021,Leer,Syrien,Veränderung gegenüber 2005 in Prozent,K03457,1729
2021,Oldenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03458,740
2021,Osnabrück,Syrien,Veränderung gegenüber 2005 in Prozent,K03459,1106
2021,Vechta,Syrien,Veränderung gegenüber 2005 in Prozent,K03460,1262
2021,Wesermarsch,Syrien,Veränderung gegenüber 2005 in Prozent,K03461,1830
2021,Wittmund,Syrien,Veränderung gegenüber 2005 in Prozent,K03462,6186
2021,Statistische Region Weser-Ems,Syrien,Veränderung gegenüber 2005 in Prozent,K034,1833
2021,Niedersachsen,Syrien,Veränderung gegenüber 2005 in Prozent,K030,1593
2022,"Braunschweig, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03101,1608
2022,"Salzgitter, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03102,10411
2022,"Wolfsburg, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03103,1726
2022,Gifhorn,Syrien,Veränderung gegenüber 2005 in Prozent,K03151,1785
2022,Goslar,Syrien,Veränderung gegenüber 2005 in Prozent,K03153,2374
2022,Helmstedt,Syrien,Veränderung gegenüber 2005 in Prozent,K03154,2054
2022,Northeim,Syrien,Veränderung gegenüber 2005 in Prozent,K03155,1052
2022,Peine,Syrien,Veränderung gegenüber 2005 in Prozent,K03157,1682
2022,Wolfenbüttel,Syrien,Veränderung gegenüber 2005 in Prozent,K03158,639
2022,Göttingen,Syrien,Veränderung gegenüber 2005 in Prozent,K03159,1135
2022,Statistische Region Braunschweig,Syrien,Veränderung gegenüber 2005 in Prozent,K031,1798
2022,Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K03241,1902
2022,"dav. Hannover, Lhst.",Syrien,Veränderung gegenüber 2005 in Prozent,K03241001,1471
2022,"dav. Hannover, Umland",Syrien,Veränderung gegenüber 2005 in Prozent,K03241999,2384
2022,Diepholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03251,1392
2022,Hameln-Pyrmont,Syrien,Veränderung gegenüber 2005 in Prozent,K03252,1632
2022,Hildesheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03254,936
2022,Holzminden,Syrien,Veränderung gegenüber 2005 in Prozent,K03255,2592
2022,Nienburg (Weser),Syrien,Veränderung gegenüber 2005 in Prozent,K03256,359
2022,Schaumburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03257,1067
2022,Statistische Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K032,1412
2022,Celle,Syrien,Veränderung gegenüber 2005 in Prozent,K03351,1185
2022,Cuxhaven,Syrien,Veränderung gegenüber 2005 in Prozent,K03352,1843
2022,Harburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03353,1530
2022,Lüchow-Dannenberg,Syrien,Veränderung gegenüber 2005 in Prozent,K03354,3614
2022,Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03355,1362
2022,Osterholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03356,954
2022,Rotenburg (Wümme),Syrien,Veränderung gegenüber 2005 in Prozent,K03357,3249
2022,Heidekreis,Syrien,Veränderung gegenüber 2005 in Prozent,K03358,1356
2022,Stade,Syrien,Veränderung gegenüber 2005 in Prozent,K03359,3929
2022,Uelzen,Syrien,Veränderung gegenüber 2005 in Prozent,K03360,2106
2022,Verden,Syrien,Veränderung gegenüber 2005 in Prozent,K03361,1271
2022,Statistische Region Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K033,1713
2022,"Delmenhorst, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03401,1789
2022,"Emden, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03402,106400
2022,"Oldenburg (Oldb), Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03403,2384
2022,"Osnabrück, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03404,5171
2022,"Wilhelmshaven, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03405,3945
2022,Ammerland,Syrien,Veränderung gegenüber 2005 in Prozent,K03451,1158
2022,Aurich,Syrien,Veränderung gegenüber 2005 in Prozent,K03452,1957
2022,Cloppenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03453,871
2022,Emsland,Syrien,Veränderung gegenüber 2005 in Prozent,K03454,3307
2022,Friesland,Syrien,Veränderung gegenüber 2005 in Prozent,K03455,2138
2022,Grafschaft Bentheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03456,1214
2022,Leer,Syrien,Veränderung gegenüber 2005 in Prozent,K03457,1828
2022,Oldenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03458,782
2022,Osnabrück,Syrien,Veränderung gegenüber 2005 in Prozent,K03459,1092
2022,Vechta,Syrien,Veränderung gegenüber 2005 in Prozent,K03460,1212
2022,Wesermarsch,Syrien,Veränderung gegenüber 2005 in Prozent,K03461,1900
2022,Wittmund,Syrien,Veränderung gegenüber 2005 in Prozent,K03462,6829
2022,Statistische Region Weser-Ems,Syrien,Veränderung gegenüber 2005 in Prozent,K034,1898
2022,Niedersachsen,Syrien,Veränderung gegenüber 2005 in Prozent,K030,1665
2023,"Braunschweig, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03101,1493
2023,"Salzgitter, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03102,11107
2023,"Wolfsburg, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03103,1860
2023,Gifhorn,Syrien,Veränderung gegenüber 2005 in Prozent,K03151,2121
2023,Goslar,Syrien,Veränderung gegenüber 2005 in Prozent,K03153,2409
2023,Helmstedt,Syrien,Veränderung gegenüber 2005 in Prozent,K03154,2650
2023,Northeim,Syrien,Veränderung gegenüber 2005 in Prozent,K03155,1092
2023,Peine,Syrien,Veränderung gegenüber 2005 in Prozent,K03157,1865
2023,Wolfenbüttel,Syrien,Veränderung gegenüber 2005 in Prozent,K03158,835
2023,Göttingen,Syrien,Veränderung gegenüber 2005 in Prozent,K03159,1198
2023,Statistische Region Braunschweig,Syrien,Veränderung gegenüber 2005 in Prozent,K031,1924
2023,Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K03241,1812
2023,"dav. Hannover, Lhst.",Syrien,Veränderung gegenüber 2005 in Prozent,K03241001,1599
2023,"dav. Hannover, Umland",Syrien,Veränderung gegenüber 2005 in Prozent,K03241999,2050
2023,Diepholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03251,1594
2023,Hameln-Pyrmont,Syrien,Veränderung gegenüber 2005 in Prozent,K03252,1770
2023,Hildesheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03254,1061
2023,Holzminden,Syrien,Veränderung gegenüber 2005 in Prozent,K03255,2785
2023,Nienburg (Weser),Syrien,Veränderung gegenüber 2005 in Prozent,K03256,358
2023,Schaumburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03257,1184
2023,Statistische Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K032,1419
2023,Celle,Syrien,Veränderung gegenüber 2005 in Prozent,K03351,1313
2023,Cuxhaven,Syrien,Veränderung gegenüber 2005 in Prozent,K03352,1791
2023,Harburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03353,1681
2023,Lüchow-Dannenberg,Syrien,Veränderung gegenüber 2005 in Prozent,K03354,3971
2023,Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03355,1396
2023,Osterholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03356,1002
2023,Rotenburg (Wümme),Syrien,Veränderung gegenüber 2005 in Prozent,K03357,3760
2023,Heidekreis,Syrien,Veränderung gegenüber 2005 in Prozent,K03358,1164
2023,Stade,Syrien,Veränderung gegenüber 2005 in Prozent,K03359,4200
2023,Uelzen,Syrien,Veränderung gegenüber 2005 in Prozent,K03360,2194
2023,Verden,Syrien,Veränderung gegenüber 2005 in Prozent,K03361,1325
2023,Statistische Region Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K033,1793
2023,"Delmenhorst, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03401,1895
2023,"Emden, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03402,106900
2023,"Oldenburg (Oldb), Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03403,2378
2023,"Osnabrück, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03404,5178
2023,"Wilhelmshaven, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03405,4382
2023,Ammerland,Syrien,Veränderung gegenüber 2005 in Prozent,K03451,1343
2023,Aurich,Syrien,Veränderung gegenüber 2005 in Prozent,K03452,2015
2023,Cloppenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03453,1009
2023,Emsland,Syrien,Veränderung gegenüber 2005 in Prozent,K03454,3557
2023,Friesland,Syrien,Veränderung gegenüber 2005 in Prozent,K03455,2225
2023,Grafschaft Bentheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03456,1189
2023,Leer,Syrien,Veränderung gegenüber 2005 in Prozent,K03457,2170
2023,Oldenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03458,938
2023,Osnabrück,Syrien,Veränderung gegenüber 2005 in Prozent,K03459,1147
2023,Vechta,Syrien,Veränderung gegenüber 2005 in Prozent,K03460,1197
2023,Wesermarsch,Syrien,Veränderung gegenüber 2005 in Prozent,K03461,2133
2023,Wittmund,Syrien,Veränderung gegenüber 2005 in Prozent,K03462,8186
2023,Statistische Region Weser-Ems,Syrien,Veränderung gegenüber 2005 in Prozent,K034,2006
2023,Niedersachsen,Syrien,Veränderung gegenüber 2005 in Prozent,K030,1738
2024,"Braunschweig, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03101,1455
2024,"Salzgitter, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03102,11161
2024,"Wolfsburg, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03103,1989
2024,Gifhorn,Syrien,Veränderung gegenüber 2005 in Prozent,K03151,2211
2024,Goslar,Syrien,Veränderung gegenüber 2005 in Prozent,K03153,2236
2024,Helmstedt,Syrien,Veränderung gegenüber 2005 in Prozent,K03154,3188
2024,Northeim,Syrien,Veränderung gegenüber 2005 in Prozent,K03155,1092
2024,Peine,Syrien,Veränderung gegenüber 2005 in Prozent,K03157,1984
2024,Wolfenbüttel,Syrien,Veränderung gegenüber 2005 in Prozent,K03158,863
2024,Göttingen,Syrien,Veränderung gegenüber 2005 in Prozent,K03159,1204
2024,Statistische Region Braunschweig,Syrien,Veränderung gegenüber 2005 in Prozent,K031,1961
2024,Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K03241,1858
2024,"dav. Hannover, Lhst.",Syrien,Veränderung gegenüber 2005 in Prozent,K03241001,1676
2024,"dav. Hannover, Umland",Syrien,Veränderung gegenüber 2005 in Prozent,K03241999,2060
2024,Diepholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03251,1718
2024,Hameln-Pyrmont,Syrien,Veränderung gegenüber 2005 in Prozent,K03252,1837
2024,Hildesheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03254,1093
2024,Holzminden,Syrien,Veränderung gegenüber 2005 in Prozent,K03255,2727
2024,Nienburg (Weser),Syrien,Veränderung gegenüber 2005 in Prozent,K03256,338
2024,Schaumburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03257,1099
2024,Statistische Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K032,1447
2024,Celle,Syrien,Veränderung gegenüber 2005 in Prozent,K03351,1276
2024,Cuxhaven,Syrien,Veränderung gegenüber 2005 in Prozent,K03352,1733
2024,Harburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03353,1660
2024,Lüchow-Dannenberg,Syrien,Veränderung gegenüber 2005 in Prozent,K03354,3900
2024,Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03355,1528
2024,Osterholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03356,912
2024,Rotenburg (Wümme),Syrien,Veränderung gegenüber 2005 in Prozent,K03357,3551
2024,Heidekreis,Syrien,Veränderung gegenüber 2005 in Prozent,K03358,1015
2024,Stade,Syrien,Veränderung gegenüber 2005 in Prozent,K03359,3979
2024,Uelzen,Syrien,Veränderung gegenüber 2005 in Prozent,K03360,2150
2024,Verden,Syrien,Veränderung gegenüber 2005 in Prozent,K03361,1362
2024,Statistische Region Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K033,1745
2024,"Delmenhorst, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03401,1890
2024,"Emden, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03402,107900
2024,"Oldenburg (Oldb), Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03403,2373
2024,"Osnabrück, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03404,5032
2024,"Wilhelmshaven, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03405,4418
2024,Ammerland,Syrien,Veränderung gegenüber 2005 in Prozent,K03451,1343
2024,Aurich,Syrien,Veränderung gegenüber 2005 in Prozent,K03452,1911
2024,Cloppenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03453,1023
2024,Emsland,Syrien,Veränderung gegenüber 2005 in Prozent,K03454,3797
2024,Friesland,Syrien,Veränderung gegenüber 2005 in Prozent,K03455,2350
2024,Grafschaft Bentheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03456,1245
2024,Leer,Syrien,Veränderung gegenüber 2005 in Prozent,K03457,2373
2024,Oldenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03458,959
2024,Osnabrück,Syrien,Veränderung gegenüber 2005 in Prozent,K03459,1150
2024,Vechta,Syrien,Veränderung gegenüber 2005 in Prozent,K03460,1091
2024,Wesermarsch,Syrien,Veränderung gegenüber 2005 in Prozent,K03461,2353
2024,Wittmund,Syrien,Veränderung gegenüber 2005 in Prozent,K03462,8329
2024,Statistische Region Weser-Ems,Syrien,Veränderung gegenüber 2005 in Prozent,K034,2028
2024,Niedersachsen,Syrien,Veränderung gegenüber 2005 in Prozent,K030,1754
2025,"Braunschweig, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03101,1477
2025,"Salzgitter, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03102,10498
2025,"Wolfsburg, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03103,2052
2025,Gifhorn,Syrien,Veränderung gegenüber 2005 in Prozent,K03151,2211
2025,Goslar,Syrien,Veränderung gegenüber 2005 in Prozent,K03153,2029
2025,Helmstedt,Syrien,Veränderung gegenüber 2005 in Prozent,K03154,3169
2025,Northeim,Syrien,Veränderung gegenüber 2005 in Prozent,K03155,966
2025,Peine,Syrien,Veränderung gegenüber 2005 in Prozent,K03157,1964
2025,Wolfenbüttel,Syrien,Veränderung gegenüber 2005 in Prozent,K03158,810
2025,Göttingen,Syrien,Veränderung gegenüber 2005 in Prozent,K03159,1110
2025,Statistische Region Braunschweig,Syrien,Veränderung gegenüber 2005 in Prozent,K031,1890
2025,Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K03241,1910
2025,"dav. Hannover, Lhst.",Syrien,Veränderung gegenüber 2005 in Prozent,K03241001,1695
2025,"dav. Hannover, Umland",Syrien,Veränderung gegenüber 2005 in Prozent,K03241999,2150
2025,Diepholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03251,1619
2025,Hameln-Pyrmont,Syrien,Veränderung gegenüber 2005 in Prozent,K03252,1787
2025,Hildesheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03254,1051
2025,Holzminden,Syrien,Veränderung gegenüber 2005 in Prozent,K03255,2592
2025,Nienburg (Weser),Syrien,Veränderung gegenüber 2005 in Prozent,K03256,305
2025,Schaumburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03257,1018
2025,Statistische Region Hannover,Syrien,Veränderung gegenüber 2005 in Prozent,K032,1443
2025,Celle,Syrien,Veränderung gegenüber 2005 in Prozent,K03351,1243
2025,Cuxhaven,Syrien,Veränderung gegenüber 2005 in Prozent,K03352,1630
2025,Harburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03353,1447
2025,Lüchow-Dannenberg,Syrien,Veränderung gegenüber 2005 in Prozent,K03354,3686
2025,Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03355,1353
2025,Osterholz,Syrien,Veränderung gegenüber 2005 in Prozent,K03356,749
2025,Rotenburg (Wümme),Syrien,Veränderung gegenüber 2005 in Prozent,K03357,3086
2025,Heidekreis,Syrien,Veränderung gegenüber 2005 in Prozent,K03358,1010
2025,Stade,Syrien,Veränderung gegenüber 2005 in Prozent,K03359,3621
2025,Uelzen,Syrien,Veränderung gegenüber 2005 in Prozent,K03360,2253
2025,Verden,Syrien,Veränderung gegenüber 2005 in Prozent,K03361,1239
2025,Statistische Region Lüneburg,Syrien,Veränderung gegenüber 2005 in Prozent,K033,1600
2025,"Delmenhorst, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03401,1761
2025,"Emden, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03402,105900
2025,"Oldenburg (Oldb), Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03403,2362
2025,"Osnabrück, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03404,5157
2025,"Wilhelmshaven, Stadt",Syrien,Veränderung gegenüber 2005 in Prozent,K03405,4454
2025,Ammerland,Syrien,Veränderung gegenüber 2005 in Prozent,K03451,1132
2025,Aurich,Syrien,Veränderung gegenüber 2005 in Prozent,K03452,1820
2025,Cloppenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03453,914
2025,Emsland,Syrien,Veränderung gegenüber 2005 in Prozent,K03454,3425
2025,Friesland,Syrien,Veränderung gegenüber 2005 in Prozent,K03455,2163
2025,Grafschaft Bentheim,Syrien,Veränderung gegenüber 2005 in Prozent,K03456,1266
2025,Leer,Syrien,Veränderung gegenüber 2005 in Prozent,K03457,2368
2025,Oldenburg,Syrien,Veränderung gegenüber 2005 in Prozent,K03458,929
2025,Osnabrück,Syrien,Veränderung gegenüber 2005 in Prozent,K03459,1005
2025,Vechta,Syrien,Veränderung gegenüber 2005 in Prozent,K03460,972
2025,Wesermarsch,Syrien,Veränderung gegenüber 2005 in Prozent,K03461,2353
2025,Wittmund,Syrien,Veränderung gegenüber 2005 in Prozent,K03462,7686
2025,Statistische Region Weser-Ems,Syrien,Veränderung gegenüber 2005 in Prozent,K034,1931
2025,Niedersachsen,Syrien,Veränderung gegenüber 2005 in Prozent,K030,1690
2005,"Braunschweig, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03101,0
2005,"Salzgitter, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03102,0
2005,"Wolfsburg, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03103,0
2005,Gifhorn,Türkei,Veränderung gegenüber 2005 in Prozent,K03151,0
2005,Goslar,Türkei,Veränderung gegenüber 2005 in Prozent,K03153,0
2005,Helmstedt,Türkei,Veränderung gegenüber 2005 in Prozent,K03154,0
2005,Northeim,Türkei,Veränderung gegenüber 2005 in Prozent,K03155,0
2005,Peine,Türkei,Veränderung gegenüber 2005 in Prozent,K03157,0
2005,Wolfenbüttel,Türkei,Veränderung gegenüber 2005 in Prozent,K03158,0
2005,Göttingen,Türkei,Veränderung gegenüber 2005 in Prozent,K03159,0
2005,Statistische Region Braunschweig,Türkei,Veränderung gegenüber 2005 in Prozent,K031,0
2005,Region Hannover,Türkei,Veränderung gegenüber 2005 in Prozent,K03241,0
2005,"dav. Hannover, Lhst.",Türkei,Veränderung gegenüber 2005 in Prozent,K03241001,0
2005,"dav. Hannover, Umland",Türkei,Veränderung gegenüber 2005 in Prozent,K03241999,0
2005,Diepholz,Türkei,Veränderung gegenüber 2005 in Prozent,K03251,0
2005,Hameln-Pyrmont,Türkei,Veränderung gegenüber 2005 in Prozent,K03252,0
2005,Hildesheim,Türkei,Veränderung gegenüber 2005 in Prozent,K03254,0
2005,Holzminden,Türkei,Veränderung gegenüber 2005 in Prozent,K03255,0
2005,Nienburg (Weser),Türkei,Veränderung gegenüber 2005 in Prozent,K03256,0
2005,Schaumburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03257,0
2005,Statistische Region Hannover,Türkei,Veränderung gegenüber 2005 in Prozent,K032,0
2005,Celle,Türkei,Veränderung gegenüber 2005 in Prozent,K03351,0
2005,Cuxhaven,Türkei,Veränderung gegenüber 2005 in Prozent,K03352,0
2005,Harburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03353,0
2005,Lüchow-Dannenberg,Türkei,Veränderung gegenüber 2005 in Prozent,K03354,0
2005,Lüneburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03355,0
2005,Osterholz,Türkei,Veränderung gegenüber 2005 in Prozent,K03356,0
2005,Rotenburg (Wümme),Türkei,Veränderung gegenüber 2005 in Prozent,K03357,0
2005,Heidekreis,Türkei,Veränderung gegenüber 2005 in Prozent,K03358,0
2005,Stade,Türkei,Veränderung gegenüber 2005 in Prozent,K03359,0
2005,Uelzen,Türkei,Veränderung gegenüber 2005 in Prozent,K03360,0
2005,Verden,Türkei,Veränderung gegenüber 2005 in Prozent,K03361,0
2005,Statistische Region Lüneburg,Türkei,Veränderung gegenüber 2005 in Prozent,K033,0
2005,"Delmenhorst, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03401,0
2005,"Emden, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03402,0
2005,"Oldenburg (Oldb), Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03403,0
2005,"Osnabrück, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03404,0
2005,"Wilhelmshaven, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03405,0
2005,Ammerland,Türkei,Veränderung gegenüber 2005 in Prozent,K03451,0
2005,Aurich,Türkei,Veränderung gegenüber 2005 in Prozent,K03452,0
2005,Cloppenburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03453,0
2005,Emsland,Türkei,Veränderung gegenüber 2005 in Prozent,K03454,0
2005,Friesland,Türkei,Veränderung gegenüber 2005 in Prozent,K03455,0
2005,Grafschaft Bentheim,Türkei,Veränderung gegenüber 2005 in Prozent,K03456,0
2005,Leer,Türkei,Veränderung gegenüber 2005 in Prozent,K03457,0
2005,Oldenburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03458,0
2005,Osnabrück,Türkei,Veränderung gegenüber 2005 in Prozent,K03459,0
2005,Vechta,Türkei,Veränderung gegenüber 2005 in Prozent,K03460,0
2005,Wesermarsch,Türkei,Veränderung gegenüber 2005 in Prozent,K03461,0
2005,Wittmund,Türkei,Veränderung gegenüber 2005 in Prozent,K03462,0
2005,Statistische Region Weser-Ems,Türkei,Veränderung gegenüber 2005 in Prozent,K034,0
2005,Niedersachsen,Türkei,Veränderung gegenüber 2005 in Prozent,K030,0
2011,"Braunschweig, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03101,-8
2011,"Salzgitter, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03102,-10
2011,"Wolfsburg, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03103,7
2011,Gifhorn,Türkei,Veränderung gegenüber 2005 in Prozent,K03151,-12
2011,Goslar,Türkei,Veränderung gegenüber 2005 in Prozent,K03153,-16
2011,Helmstedt,Türkei,Veränderung gegenüber 2005 in Prozent,K03154,-16
2011,Northeim,Türkei,Veränderung gegenüber 2005 in Prozent,K03155,-21
2011,Peine,Türkei,Veränderung gegenüber 2005 in Prozent,K03157,-11
2011,Wolfenbüttel,Türkei,Veränderung gegenüber 2005 in Prozent,K03158,-23
2011,Göttingen,Türkei,Veränderung gegenüber 2005 in Prozent,K03159,-14
2011,Statistische Region Braunschweig,Türkei,Veränderung gegenüber 2005 in Prozent,K031,-12
2011,Region Hannover,Türkei,Veränderung gegenüber 2005 in Prozent,K03241,-7
2011,"dav. Hannover, Lhst.",Türkei,Veränderung gegenüber 2005 in Prozent,K03241001,-7
2011,"dav. Hannover, Umland",Türkei,Veränderung gegenüber 2005 in Prozent,K03241999,-7
2011,Diepholz,Türkei,Veränderung gegenüber 2005 in Prozent,K03251,-13
2011,Hameln-Pyrmont,Türkei,Veränderung gegenüber 2005 in Prozent,K03252,-10
2011,Hildesheim,Türkei,Veränderung gegenüber 2005 in Prozent,K03254,-16
