Value,Disaggregation combinations using this value,Number of indicators
556.0,1,1
5560.0,2,1
556.470588,1,1
5.56575515,1,1
557.0,1,1
557.142857,1,1
557.377049,1,1
5573.91304,1,1
558.0,3,1
55.83174,1,1
5598.0,1,1
56.0,4,1
560.0,9,1
5600.0,1,1
5602.0,1,1
56054.0,1,1
561.016949,1,1
561.490683,1,1
562.0,2,1
56200.0,1,1
56.2184024,1,1
56.25,2,1
5625.0,1,1
563.0,1,1
56.3118812,1,1
563.636364,1,1
564.0,1,1
56.4102564,1,1
565.0,3,1
5650.0,1,1
5655.0,1,1
566.0,1,1
5664.0,1,1
566.666667,1,1
56.779661,1,1
568.0,1,1
569.230769,1,1
57.0,6,1
570.0,4,1
571.0,1,1
5710.81081,1,1
571.794872,1,1
574.0,1,1
5742.0,1,1
574.257426,1,1
57.4850299,1,1
57.5,1,1
575.0,2,1
57.5313808,1,1
57.5757576,1,1
57.6086957,1,1
576.923077,1,1
5.76923077,1,1
57.6923077,1,1
57.7350859,1,1
579.0,2,1
58.0,7,1
580.0,2,1
5808.39695,1,1
581.0,3,1
5811.0,1,1
58.1395349,1,1
583.333333,1,1
584.0,3,1
5842.30769,1,1
584.45122,1,1
585.0,4,1
585.185185,1,1
5.85424134,1,1
5859.0,1,1
586.0,1,1
5865.0,1,1
586.956522,1,1
587.0,2,1
58.7234043,1,1
58.7412587,1,1
587.5,2,1
5.88544404,1,1
58980.0,1,1
59.0,8,1
590.0,3,1
590.625,1,1
59.1448931,1,1
59.2517695,1,1
592.783505,1,1
592.896175,1,1
59.3406593,2,1
59.4164456,1,1
59.4982079,1,1
595.0,1,1
595.101664,1,1
595.121951,1,1
5957.0,1,1
59.5890411,1,1
596.0,2,1
5.96590909,1,1
597.0,1,1
598.0,1,1
599.0,1,1
599.257426,1,1
6.0,1,1
60.0,6,1
600.0,1,1
6005.26316,1,1
60.1398601,1,1
602.173913,1,1
603.389831,1,1
60.4016478,1,1
6048.85496,1,1
605.0,2,1
605.769231,1,1
6065.0,1,1
607.0,1,1
607.808564,1,1
608.333333,1,1
6090.83969,1,1
6092.0,1,1
6094.65649,1,1
61.0,3,1
610.0,6,1
61.0169492,1,1
61.0759494,1,1
611.0,1,1
6111.0,1,1
611.180124,1,1
612.0,1,1
612.5,1,1
61.2676056,1,1
613.836478,1,1
6145.0,1,1
61.4583333,1,1
615.0,12,1
616.216216,1,1
618.0,1,1
6185.71429,1,1
618.75,1,1
619.0,3,1
619.178082,1,1
6.19469027,1,1
61.971831,1,1
62.0,4,1
620.0,3,1
620.245399,1,1
621.0,2,1
623.0,1,1
623.611111,1,1
6.23841878,1,1
624.0,1,1
6.25,2,1
625.0,7,1
626.0,1,1
627.0,1,1
627.272727,1,1
62.8205128,1,1
629.166667,1,1
63.0,3,1
630.0,5,1
63.0044843,1,1
630.116649,1,1
6302.77778,1,1
631.0,2,1
632.0,1,1
6320.0,1,1
6323.91304,1,1
63.2962588,1,1
633.0,1,1
6334.78261,1,1
63.4615385,2,1
63.4920635,1,1
635.0,7,1
636.280488,1,1
637.837838,1,1
638.0,1,1
63.80182,1,1
639.0,1,1
639.130435,1,1
6399.0,1,1
64.0,9,1
640.0,2,1
641.0,1,1
6422.0,1,1
642.995169,1,1
643.0,1,1
6430.0,1,1
643.646409,1,1
6445.0,1,1
645.0,5,1
645.348837,1,1
6465.0,1,1
64675.0,1,1
6470.58824,1,1
6475.0,1,1
6479.0,1,1
648.0,1,1
64.8129424,1,1
64.8351648,1,1
64.893617,1,1
649.0,1,1
65.0,6,1
650.0,6,1
65.0306748,1,1
6505.0,1,1
65.060241,1,1
652.0,1,1
6.52173913,1,1
6.5404475,1,1
6.54468684,1,1
6545.0,1,1
655.0,6,1
656.0,1,1
656.410256,1,1
657.127153,1,1
65.7342657,1,1
6580.55556,1,1
65850.0,1,1
65900.0,1,1
65.9395973,1,1
66.0,2,1
660.0,3,1
660.273973,1,1
66.0714286,1,1
660.769936,1,1
660.869565,1,1
66.3043478,1,1
663.565891,1,1
664.0,2,1
66.4964249,1,1
665.0,5,1
665.027322,1,1
66.5330661,1,1
665.625,1,1
666.393443,1,1
66.6666667,6,1
666.768293,1,1
6669.23077,1,1
667.0,1,1
6672.72727,1,1
6.67697362,1,1
668.0,1,1
668.595041,1,1
66.8608414,1,1
668.75,1,1
67.0,1,1
670.0,3,1
6707.69231,1,1
67.0957775,1,1
6.71256454,1,1
6715.0,1,1
672.0,1,1
67.2131148,1,1
67.270017,1,1
672.881356,1,1
67.3532441,1,1
67.3913043,1,1
674.0,1,1
6747.82609,1,1
675.0,4,1
67.5213675,1,1
677.108434,1,1
678.0,2,1
67.816092,1,1
6.78442393,1,1
678.688525,1,1
679.863813,1,1
68.0,6,1
680.0,3,1
68005.0,1,1
681.0,1,1
68.1318681,1,1
68.1338028,1,1
681.512605,1,1
682.0,1,1
6828.57143,1,1
6.83324834,1,1
6844.44444,1,1
684.615385,1,1
68.4782609,1,1
685.0,5,1
685.714286,1,1
68.5800604,1,1
686.0,1,1
68.6147186,1,1
68.627451,1,1
6863.0,1,1
68.6746988,1,1
6870.0,1,1
6875.0,1,1
688.461538,1,1
6.88468158,1,1
6885.0,1,1
68.9223058,1,1
689.915966,1,1
690.0,2,1
6900.0,1,1
691.0,1,1
69.1176471,1,1
692.835821,1,1
693.308891,1,1
694.117647,1,1
694.710327,1,1
695.0,2,1
69.5652174,1,1
695.792079,1,1
6976.92308,1,1
6980.0,2,1
698.319328,1,1
698.808433,1,1
69.9279094,1,1
69.9300699,1,1
7.0,3,1
70.0,15,1
700.0,5,1
701.0,1,1
701.829268,1,1
702.0,1,1
70.2702703,1,1
70.3296703,1,1
7038.88889,1,1
704.347826,1,1
7044.0,1,1
7045.0,1,1
705.0,3,1
705.084746,1,1
70.5792876,1,1
7066.66667,1,1
707.228916,1,1
70.7692308,1,1
70.7846411,1,1
708.0,1,1
7080.0,1,1
709.0,1,1
709.090909,1,1
709.52381,1,1
7098.0,1,1
71.0,4,1
710.0,3,1
71.1538462,1,1
712.5,1,1
71.2564544,1,1
7130.0,1,1
714.0,1,1
71.4285714,2,1
715.0,7,1
7150.0,1,1
71540.0,1,1
715.789474,1,1
71.7054264,1,1
717.073171,1,1
71.741908,1,1
718.0,1,1
71.875,1,1
7.18954248,1,1
72.0,2,1
720.0,5,1
7200.0,1,1
7202.0,1,1
72.0430108,1,1
72.095672,1,1
721.428571,1,1
7215.0,1,1
722.0,3,1
723.0,1,1
72.3255814,1,1
7235.0,1,1
725.0,7,1
726.086957,1,1
726.923077,1,1
727.0,2,1
727.480916,1,1
72.752809,1,1
72.7890106,1,1
728.0,1,1
728.125,1,1
728.282828,1,1
7290.0,1,1
7.29166667,1,1
72.9281768,1,1
72.9367846,1,1
73.0,2,1
730.0,6,1
73.0434783,1,1
731.0,1,1
731.439394,1,1
732.0,2,1
732.231405,1,1
7334.78261,1,1
734.0,2,1
73.4265734,1,1
7345.0,1,1
735.0,5,1
73.5324408,1,1
7358.33333,1,1
7360.0,1,1
738.0,1,1
73.8041002,1,1
73.83821,1,1
7.38636364,1,1
73.9130435,1,1
739.130435,1,1
739.480874,1,1
73.9903069,1,1
74.0,5,1
740.0,6,1
740.336134,1,1
7.40740741,1,1
741.0,1,1
7410.0,1,1
743.373494,1,1
7445.0,1,1
7445.45455,1,1
745.0,9,1
7.46268657,1,1
7473.52941,1,1
74755.0,1,1
747.60274,1,1
74805.0,1,1
7485.0,1,1
749.39759,1,1
7494.0,1,1
7.5,1,1
75.0,10,1
750.0,6,1
75160.0,1,1
7521.0,1,1
753.0,1,1
7530.0,1,1
75.3986333,1,1
754.0,2,1
75.4462888,1,1
75.4716981,1,1
755.0,2,1
755.344418,1,1
75.5588128,1,1
756.0,1,1
756.423174,1,1
7565.0,1,1
7585.0,1,1
75.8951965,1,1
758.974359,1,1
759.375,1,1
759.40272,1,1
76.0,5,1
760.0,1,1
76.0869565,1,1
761.0,3,1
761.445783,1,1
761.63522,1,1
76.2931034,1,1
7635.0,1,1
7640.0,1,1
765.0,3,1
76.5215788,1,1
7655.0,1,1
766.666667,1,1
766.914104,1,1
7685.71429,1,1
769.0,2,1
76.9366197,1,1
77.0,6,1
770.0,2,1
771.0,2,1
771.794872,1,1
771.95122,1,1
7730.0,1,1
7735.0,1,1
773.94958,1,1
7740.0,1,1
7745.0,1,1
7.74526678,1,1
775.0,6,1
776.0,2,1
77.7310924,1,1
77.7777778,1,1
777.840909,1,1
77.7904328,1,1
7785.0,1,1
779.0,2,1
7.79220779,1,1
779.487179,1,1
779.62963,1,1
77.9661017,1,1
78.0,3,1
780.0,3,1
780.434783,1,1
782.0,1,1
782.352941,2,1
783.0,1,1
783.196721,1,1
78.3216783,1,1
78400.0,1,1
78.4203103,1,1
785.0,6,1
7855.0,1,1
78.5714286,1,1
785.859519,1,1
78.6817714,1,1
787.0,1,1
78.7015945,1,1
788.0,1,1
7880.26316,1,1
78.8235294,1,1
7889.0,1,1
789.0,1,1
79.0,1,1
790.0,5,1
790.679612,1,1
791.0,1,1
79.1044776,1,1
791.304348,1,1
792.945545,1,1
7930.0,1,1
793.939394,1,1
794.186047,1,1
794.623656,1,1
79.4871795,1,1
795.0,8,1
796.174863,1,1
79.6407186,1,1
7970.0,1,1
79.7101449,1,1
79.7202797,1,1
798.0,1,1
79890.0,1,1
798.989899,1,1
79930.0,1,1
8.0,3,1
80.0,6,1
800.0,7,1
80010.0,1,1
8017.0,1,1
802.0,1,1
80.3278689,1,1
804.0,1,1
8.04020101,1,1
804.109589,1,1
8045.0,1,1
8.04597701,1,1
805.0,7,1
80.5164319,1,1
8055.0,3,1
8060.0,1,1
8065.0,1,1
80.6818182,1,1
80.6883365,1,1
807.012195,1,1
807.5,1,1
80.7692308,1,1
808.0,2,1
808.060453,1,1
8.08080808,1,1
80.8510638,1,1
80935.0,1,1
80.952381,1,1
809.638554,1,1
80.9917355,1,1
809.937888,1,1
81.0,8,1
810.0,3,1
8105.0,1,1
8110.0,2,1
8115.0,1,1
81.25,1,1
81.2564367,1,1
8127.27273,1,1
813.043478,1,1
81.3186813,2,1
815.0,8,1
8150.0,1,1
817.0,1,1
8175.0,1,1
818.0,1,1
81.8181818,1,1
81.8306011,1,1
8185.71429,1,1
819.0,3,1
82.0,3,1
820.0,9,1
82.0288363,1,1
820.930233,1,1
821.43906,1,1
822.0,1,1
8.22006472,1,1
823.529412,1,1
823.728814,1,1
8238.0,1,1
825.0,4,1
8260.0,2,1
82.6086957,1,1
826.829268,1,1
82.721488,1,1
829.0,1,1
83.0,7,1
830.0,8,1
8300.0,1,1
831.0,1,1
832.0,2,1
83.2167832,1,1
8323.91304,1,1
8328.57143,1,1
834.782609,2,1
835.0,4,1
8355.0,1,1
8365.0,1,1
837.0,2,1
837.5,2,1
83.7837838,1,1
838.461538,1,1
838.52459,1,1
83900.0,1,1
839.130435,1,1
83950.0,1,1
84.0,3,1
840.0,4,1
842.0,1,1
84.2105263,1,1
84.3351548,1,1
8.43373494,1,1
844.0,2,1
84.4755245,1,1
845.0,6,1
845.544554,1,1
846.428571,1,1
846.540881,1,1
8.47457627,1,1
847.916667,1,1
8480.0,1,1
84805.0,1,1
848.087432,1,1
84.8591549,1,1
8490.0,1,1
849.152542,1,1
849.5671,1,1
85.0,13,1
850.0,3,1
85.0277264,1,1
85.0474509,1,1
8515.0,1,1
853.551913,1,1
85.3741497,1,1
853.767123,1,1
854.918033,1,1
855.0,4,1
85.5498721,1,1
855.555556,1,1
855.792683,1,1
856.0,1,1
8560.0,1,1
85.6410256,1,1
85.7142857,1,1
857.317073,1,1
8575.0,1,1
85.7740586,1,1
858.0,1,1
8585.0,1,1
859.459459,1,1
8595.0,1,1
86.0,6,1
860.0,4,1
86.0465116,1,1
8.62068966,2,1
862.732919,1,1
8635.0,1,1
864.0,2,1
86.440678,1,1
865.0,2,1
8.65384615,1,1
8655.0,1,1
86.5671642,1,1
867.320261,1,1
867.44186,1,1
868.0,1,1
869.0,1,1
8.69565217,2,1
87.0,7,1
870.0,7,1
8700.0,2,1
870.833333,1,1
871.0,1,1
8710.0,1,1
871.014493,1,1
8715.0,1,1
87.1592845,1,1
87.1781668,1,1
8720.0,1,1
872.868217,1,1
87.3326468,1,1
8745.0,1,1
87.5,1,1
875.0,7,1
876.0,1,1
8765.0,1,1
87680.0,1,1
8.77561745,1,1
878.0,1,1
87.8404669,1,1
8789.0,1,1
8791.30435,1,1
88.0,2,1
880.0,8,1
88085.0,1,1
881.0,1,1
88.1355932,1,1
88.2550336,1,1
88375.0,1,1
8.84615385,1,1
885.0,1,1
886.0,2,1
886.386139,1,1
886.486486,1,1
886.956522,1,1
88735.0,1,1
888.0,2,1
889.130435,1,1
889.690722,1,1
889.726027,1,1
88.9804325,1,1
889.89899,1,1
89.0,2,1
890.0,5,1
890.076336,1,1
891.183879,1,1
89.1891892,1,1
89.2605634,1,1
89275.0,1,1
892.753623,1,1
89.292543,1,1
893.0,1,1
893.464052,1,1
8.93854749,1,1
893.975904,1,1
894.117647,1,1
8945.0,1,1
8946.05263,1,1
8.94941634,1,1
895.0,5,1
8.95008606,1,1
8.95522388,1,1
895.841035,1,1
89675.0,1,1
90.0,8,1
900.0,7,1
9005.0,1,1
90175.0,1,1
90185.0,1,1
90.3983657,1,1
90.4761905,1,1
905.0,5,1
906.0,1,1
90615.0,1,1
9062.0,1,1
90.6510851,1,1
90.6666667,1,1
907.0,1,1
90.7407407,1,1
909.0,1,1
9.09090909,2,1
90.9090909,1,1
90914.0,1,1
909.433962,1,1
9095.0,1,1
91.0,7,1
910.0,7,1
9101.0,1,1
91.1042945,1,1
912.0,3,1
912.048193,1,1
912.077295,1,1
91.276252,1,1
912.784091,1,1
912.820513,1,1
913.0,1,1
913.071895,1,1
914.0,1,1
914.492754,1,1
91.4893617,1,1
915.0,5,1
9155.0,1,1
916.0,2,1
916.372796,1,1
9165.0,1,1
9175.0,1,1
91.7589438,1,1
91.8125644,1,1
92.0,6,1
920.0,9,1
9215.78947,1,1
921.73913,1,1
922.0,1,1
9225.0,1,1
92271.0,1,1
923.0,1,1
92.3076923,2,1
9235.0,1,1
924.0,1,1
92430.0,1,1
92.4731183,1,1
92.5,1,1
925.0,2,1
92.5212321,1,1
925.362319,1,1
925.373134,1,1
9260.0,1,1
926.782639,1,1
927.707809,1,1
928.169014,1,1
92.8571429,2,1
929.0,1,1
929.411765,1,1
93.0,5,1
930.0,5,1
9302.17391,1,1
931.0,1,1
9312.0,1,1
933.0,1,1
935.0,5,1
9350.0,1,1
93.5483871,1,1
935.958904,1,1
936.212539,1,1
93.6754685,1,1
936.931818,1,1
937.0,1,1
93726.0,1,1
9.375,2,1
937.815126,1,1
938.0,1,1
938.882191,1,1
939.0,1,1
94.0,3,1
940.0,7,1
9400.0,1,1
94.0298507,1,1
94.2065491,1,1
94210.0,1,1
943.0,1,1
9430.0,1,1
943.032787,1,1
943.318649,1,1
943.478261,2,1
9435.0,1,1
9438.0,1,1
9440.0,1,1
94400.0,1,1
94475.0,1,1
94.4862155,1,1
945.0,11,1
94.5516283,1,1
9470.0,1,1
948.275862,1,1
948.582996,1,1
94.9021627,1,1
94.9152542,1,1
95.0,14,1
950.0,1,1
95.0276243,1,1
95.0286807,1,1
95.1219512,1,1
951.282051,1,1
9514.0,1,1
952.0,1,1
952.083333,1,1
952.556818,1,1
95.379046,1,1
953.846154,1,1
954.0,1,1
954.156171,1,1
954.216867,1,1
9545.0,1,1
95470.0,1,1
9.54773869,1,1
955.0,4,1
9555.0,1,1
95.6521739,3,1
956.701031,1,1
957.0,1,1
9571.0,1,1
957.142857,1,1
957.377049,1,1
95.7920792,1,1
958.0,1,1
9580.0,1,1
9582.0,1,1
9585.0,1,1
958.823529,1,1
9591.17647,1,1
959.322034,1,1
9595.65217,1,1
96.0,2,1
960.0,5,1
960.97561,1,1
961.594203,1,1
961.85567,1,1
962.0,1,1
9620.0,1,1
96330.0,1,1
96405.0,1,1
96.4437819,1,1
965.0,6,1
96.5065502,1,1
96515.0,1,1
965.217391,1,1
96.5517241,1,1
965.656566,1,1
96.6567291,1,1
967.0,1,1
967.010309,1,1
967.272727,1,1
967.741935,1,1
96780.0,1,1
968.627451,1,1
968.656716,1,1
969.0,1,1
96.912114,1,1
969.602273,1,1
97.0,5,1
970.0,3,1
9705.0,1,1
970.707071,1,1
971.428571,1,1
97145.0,1,1
972.08589,1,1
972.463768,1,1
97.3684211,1,1
974.626866,1,1
975.0,7,1
975.757576,1,1
976.0,1,1
97.6744186,1,1
97685.0,1,1
977.0,1,1
978.0,2,1
9780.0,1,1
97.8021978,1,1
97814.0,1,1
9.7826087,1,1
979.0,1,1
98.0,6,1
980.0,6,1
98015.0,1,1
98.0633803,1,1
982.0,2,1
98.2142857,1,1
982.30198,1,1
983.0,1,1
98355.0,1,1
9.83606557,1,1
985.0,2,1
9875.0,1,1
987.878788,1,1
9884.0,1,1
98.8527725,1,1
989.0,3,1
989.285714,1,1
99.0,2,1
990.0,2,1
991.044776,1,1
992.0,2,1
992.783505,1,1
9935.0,1,1
993.523941,1,1
995.0,6,1
9956.0,1,1
99.5850622,1,1
9972.36842,1,1
9974.0,1,1
9980.0,2,1
999.0,2,1
99900.0,1,1
999.043716,1,1
