Migration und Teilhabe in Niedersachsen - Integrationsmonitoring 2021,Gebietseinheit,Land der Staatsangehörigkeit,Units,GeoCode,Value,Value_2
2019,"Stade",Türkei,Veränderung gegenüber 2005 in Prozent,K03359,-9.48495665476798,-9,484956655
2019,"Uelzen",Türkei,Veränderung gegenüber 2005 in Prozent,K03360,-21.3483146067416,-21,34831461
2019,"Verden",Türkei,Veränderung gegenüber 2005 in Prozent,K03361,-35.0293542074364,-35,02935421
2019,"Statistische Region Lüneburg",Türkei,Veränderung gegenüber 2005 in Prozent,K033,-25.954092920354,-25,95409292
2019,"Delmenhorst, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03401,-27.2181875592043,-27,21818756
2019,"Emden, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03402,-27.6139410187668,-27,61394102
2019,"Oldenburg (Oldb), Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03403,-32.6158165652784,-32,61581657
2019,"Osnabrück, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03404,-17.8338001867414,-17,83380019
2019,"Wilhelmshaven, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03405,-31.2590448625181,-31,25904486
2019,"Ammerland",Türkei,Veränderung gegenüber 2005 in Prozent,K03451,-30.7479224376731,-30,74792244
2019,"Aurich",Türkei,Veränderung gegenüber 2005 in Prozent,K03452,-3.40909090909091,-3,409090909
2019,"Cloppenburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03453,-27.5291828793774,-27,52918288
2019,"Emsland",Türkei,Veränderung gegenüber 2005 in Prozent,K03454,-25.2491694352159,-25,24916944
2019,"Friesland",Türkei,Veränderung gegenüber 2005 in Prozent,K03455,-34.7826086956522,-34,7826087
2019,"Grafschaft Bentheim",Türkei,Veränderung gegenüber 2005 in Prozent,K03456,-30.5714285714286,-30,57142857
2019,"Leer",Türkei,Veränderung gegenüber 2005 in Prozent,K03457,-22.5352112676056,-22,53521127
2019,"Oldenburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03458,-37.799043062201,-37,79904306
2019,"Osnabrück",Türkei,Veränderung gegenüber 2005 in Prozent,K03459,-16.8023887079262,-16,80238871
2019,"Vechta",Türkei,Veränderung gegenüber 2005 in Prozent,K03460,-24.2761692650334,-24,27616927
2019,"Wesermarsch",Türkei,Veränderung gegenüber 2005 in Prozent,K03461,-29.4790343074968,-29,47903431
2019,"Wittmund",Türkei,Veränderung gegenüber 2005 in Prozent,K03462,-54.2682926829268,-54,26829268
2019,"Statistische Region Weser-Ems",Türkei,Veränderung gegenüber 2005 in Prozent,K034,-25.0632504718686,-25,06325047
2019,"Niedersachsen",Türkei,Veränderung gegenüber 2005 in Prozent,K030,-20.4869262890016,-20,48692629
2020,"Braunschweig, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03101,-15.0579150579151,-15,05791506
2020,"Salzgitter, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03102,-20.0158227848101,-20,01582278
2020,"Wolfsburg, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03103,+23.0636833046472,23,0636833
2020,"Gifhorn",Türkei,Veränderung gegenüber 2005 in Prozent,K03151,-11.1928533893852,-11,19285339
2020,"Goslar",Türkei,Veränderung gegenüber 2005 in Prozent,K03153,-27.6859504132231,-27,68595041
2020,"Helmstedt",Türkei,Veränderung gegenüber 2005 in Prozent,K03154,-23.6474694589878,-23,64746946
2020,"Northeim",Türkei,Veränderung gegenüber 2005 in Prozent,K03155,-33.7231968810916,-33,72319688
2020,"Peine",Türkei,Veränderung gegenüber 2005 in Prozent,K03157,-23.1160896130346,-23,11608961
2020,"Wolfenbüttel",Türkei,Veränderung gegenüber 2005 in Prozent,K03158,-31.6981132075472,-31,69811321
2020,"Göttingen",Türkei,Veränderung gegenüber 2005 in Prozent,K03159,-21.1352341093382,-21,13523411
2020,"Statistische Region Braunschweig",Türkei,Veränderung gegenüber 2005 in Prozent,K031,-19.6306049030152,-19,6306049
2020,"Region Hannover",Türkei,Veränderung gegenüber 2005 in Prozent,K03241,-14.3068790194956,-14,30687902
2020,"dav. Hannover, Lhst.",Türkei,Veränderung gegenüber 2005 in Prozent,K03241001,-18.1912144702842,-18,19121447
2020,"dav. Hannover, Umland",Türkei,Veränderung gegenüber 2005 in Prozent,K03241999,-7.04415885592811,-7,044158856
2020,"Diepholz",Türkei,Veränderung gegenüber 2005 in Prozent,K03251,-15.5480984340045,-15,54809843
2020,"Hameln-Pyrmont",Türkei,Veränderung gegenüber 2005 in Prozent,K03252,-18.1931077305185,-18,19310773
2020,"Hildesheim",Türkei,Veränderung gegenüber 2005 in Prozent,K03254,-22.6519337016575,-22,6519337
2020,"Holzminden",Türkei,Veränderung gegenüber 2005 in Prozent,K03255,-29.1512915129151,-29,15129151
2020,"Nienburg (Weser)",Türkei,Veränderung gegenüber 2005 in Prozent,K03256,-34.2237903225806,-34,22379032
2020,"Schaumburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03257,-32.6797385620915,-32,67973856
2020,"Statistische Region Hannover",Türkei,Veränderung gegenüber 2005 in Prozent,K032,-17.9589131875414,-17,95891319
2020,"Celle",Türkei,Veränderung gegenüber 2005 in Prozent,K03351,-44.3755169561621,-44,37551696
2020,"Cuxhaven",Türkei,Veränderung gegenüber 2005 in Prozent,K03352,-31.7984361424848,-31,79843614
2020,"Harburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03353,-0.555898702903027,-0,555898703
2020,"Lüchow-Dannenberg",Türkei,Veränderung gegenüber 2005 in Prozent,K03354,+15.3846153846154,15,38461538
2020,"Lüneburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03355,-21.105527638191,-21,10552764
2020,"Osterholz",Türkei,Veränderung gegenüber 2005 in Prozent,K03356,-22.1230158730159,-22,12301587
2020,"Rotenburg (Wümme)",Türkei,Veränderung gegenüber 2005 in Prozent,K03357,-27.5,-27,5
2020,"Heidekreis",Türkei,Veränderung gegenüber 2005 in Prozent,K03358,-29.0670778720123,-29,06707787
2020,"Stade",Türkei,Veränderung gegenüber 2005 in Prozent,K03359,-9.22998470168281,-9,229984702
2020,"Uelzen",Türkei,Veränderung gegenüber 2005 in Prozent,K03360,-21.3483146067416,-21,34831461
2020,"Verden",Türkei,Veränderung gegenüber 2005 in Prozent,K03361,-35.812133072407,-35,81213307
2020,"Statistische Region Lüneburg",Türkei,Veränderung gegenüber 2005 in Prozent,K033,-25.5047013274336,-25,50470133
2020,"Delmenhorst, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03401,-28.481212503947,-28,4812125
2020,"Emden, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03402,-27.6139410187668,-27,61394102
2020,"Oldenburg (Oldb), Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03403,-33.3177351427234,-33,31773514
2020,"Osnabrück, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03404,-19.234360410831,-19,23436041
2020,"Wilhelmshaven, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03405,-32.7062228654124,-32,70622287
2020,"Ammerland",Türkei,Veränderung gegenüber 2005 in Prozent,K03451,-28.6703601108033,-28,67036011
2020,"Aurich",Türkei,Veränderung gegenüber 2005 in Prozent,K03452,0,0
2020,"Cloppenburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03453,-26.556420233463,-26,55642023
2020,"Emsland",Türkei,Veränderung gegenüber 2005 in Prozent,K03454,-24.8338870431894,-24,83388704
2020,"Friesland",Türkei,Veränderung gegenüber 2005 in Prozent,K03455,-30.4347826086957,-30,43478261
2020,"Grafschaft Bentheim",Türkei,Veränderung gegenüber 2005 in Prozent,K03456,-29.7142857142857,-29,71428571
2020,"Leer",Türkei,Veränderung gegenüber 2005 in Prozent,K03457,-21.7527386541471,-21,75273865
2020,"Oldenburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03458,-37.799043062201,-37,79904306
2020,"Osnabrück",Türkei,Veränderung gegenüber 2005 in Prozent,K03459,-17.0738327904452,-17,07383279
2020,"Vechta",Türkei,Veränderung gegenüber 2005 in Prozent,K03460,-25.3897550111359,-25,38975501
2020,"Wesermarsch",Türkei,Veränderung gegenüber 2005 in Prozent,K03461,-34.561626429479,-34,56162643
2020,"Wittmund",Türkei,Veränderung gegenüber 2005 in Prozent,K03462,-48.1707317073171,-48,17073171
2020,"Statistische Region Weser-Ems",Türkei,Veränderung gegenüber 2005 in Prozent,K034,-25.6857154331151,-25,68571543
2020,"Niedersachsen",Türkei,Veränderung gegenüber 2005 in Prozent,K030,-21.0693740031183,-21,069374
2021,"Braunschweig, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03101,-16.4008729226121,-16,40087292
2021,"Salzgitter, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03102,-20.4113924050633,-20,41139241
2021,"Wolfsburg, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03103,+22.2030981067126,22,20309811
2021,"Gifhorn",Türkei,Veränderung gegenüber 2005 in Prozent,K03151,-11.1928533893852,-11,19285339
2021,"Goslar",Türkei,Veränderung gegenüber 2005 in Prozent,K03153,-27.1694214876033,-27,16942149
2021,"Helmstedt",Türkei,Veränderung gegenüber 2005 in Prozent,K03154,-20.1570680628272,-20,15706806
2021,"Northeim",Türkei,Veränderung gegenüber 2005 in Prozent,K03155,-33.2358674463938,-33,23586745
2021,"Peine",Türkei,Veränderung gegenüber 2005 in Prozent,K03157,-22.9463679565513,-22,94636796
2021,"Wolfenbüttel",Türkei,Veränderung gegenüber 2005 in Prozent,K03158,-31.6981132075472,-31,69811321
2021,"Göttingen",Türkei,Veränderung gegenüber 2005 in Prozent,K03159,-21.9199581480513,-21,91995815
2021,"Statistische Region Braunschweig",Türkei,Veränderung gegenüber 2005 in Prozent,K031,-19.9458517227311,-19,94585172
2021,"Region Hannover",Türkei,Veränderung gegenüber 2005 in Prozent,K03241,-13.4314286676319,-13,43142867
2021,"dav. Hannover, Lhst.",Türkei,Veränderung gegenüber 2005 in Prozent,K03241001,-18.7080103359173,-18,70801034
2021,"dav. Hannover, Umland",Türkei,Veränderung gegenüber 2005 in Prozent,K03241999,-3.56556189003768,-3,56556189
2021,"Diepholz",Türkei,Veränderung gegenüber 2005 in Prozent,K03251,-14.4295302013423,-14,4295302
2021,"Hameln-Pyrmont",Türkei,Veränderung gegenüber 2005 in Prozent,K03252,-18.0378764358895,-18,03787644
2021,"Hildesheim",Türkei,Veränderung gegenüber 2005 in Prozent,K03254,-22.8921450876772,-22,89214509
2021,"Holzminden",Türkei,Veränderung gegenüber 2005 in Prozent,K03255,-29.520295202952,-29,5202952
2021,"Nienburg (Weser)",Türkei,Veränderung gegenüber 2005 in Prozent,K03256,-35.4838709677419,-35,48387097
2021,"Schaumburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03257,-33.0065359477124,-33,00653595
2021,"Statistische Region Hannover",Türkei,Veränderung gegenüber 2005 in Prozent,K032,-17.4508504528385,-17,45085045
2021,"Celle",Türkei,Veränderung gegenüber 2005 in Prozent,K03351,-46.2365591397849,-46,23655914
2021,"Cuxhaven",Türkei,Veränderung gegenüber 2005 in Prozent,K03352,-30.9296264118158,-30,92962641
2021,"Harburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03353,+6.23841877702285,6,238418777
2021,"Lüchow-Dannenberg",Türkei,Veränderung gegenüber 2005 in Prozent,K03354,+15.3846153846154,15,38461538
2021,"Lüneburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03355,-19.0954773869347,-19,09547739
2021,"Osterholz",Türkei,Veränderung gegenüber 2005 in Prozent,K03356,-21.1309523809524,-21,13095238
2021,"Rotenburg (Wümme)",Türkei,Veränderung gegenüber 2005 in Prozent,K03357,-26.5,-26,5
2021,"Heidekreis",Türkei,Veränderung gegenüber 2005 in Prozent,K03358,-27.9105628373169,-27,91056284
2021,"Stade",Türkei,Veränderung gegenüber 2005 in Prozent,K03359,-9.22998470168281,-9,229984702
2021,"Uelzen",Türkei,Veränderung gegenüber 2005 in Prozent,K03360,-15.7303370786517,-15,73033708
2021,"Verden",Türkei,Veränderung gegenüber 2005 in Prozent,K03361,-34.8336594911937,-34,83365949
2021,"Statistische Region Lüneburg",Türkei,Veränderung gegenüber 2005 in Prozent,K033,-24.2948008849558,-24,29480088
2021,"Delmenhorst, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03401,-28.7969687401326,-28,79696874
2021,"Emden, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03402,-24.9329758713137,-24,93297587
2021,"Oldenburg (Oldb), Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03403,-32.8497894244268,-32,84978942
2021,"Osnabrück, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03404,-19.7012138188609,-19,70121382
2021,"Wilhelmshaven, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03405,-34.876989869754,-34,87698987
2021,"Ammerland",Türkei,Veränderung gegenüber 2005 in Prozent,K03451,-28.6703601108033,-28,67036011
2021,"Aurich",Türkei,Veränderung gegenüber 2005 in Prozent,K03452,+3.40909090909091,3,409090909
2021,"Cloppenburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03453,-25.5836575875486,-25,58365759
2021,"Emsland",Türkei,Veränderung gegenüber 2005 in Prozent,K03454,-22.7574750830565,-22,75747508
2021,"Friesland",Türkei,Veränderung gegenüber 2005 in Prozent,K03455,-34.7826086956522,-34,7826087
2021,"Grafschaft Bentheim",Türkei,Veränderung gegenüber 2005 in Prozent,K03456,-29.1428571428571,-29,14285714
2021,"Leer",Türkei,Veränderung gegenüber 2005 in Prozent,K03457,-18.622848200313,-18,6228482
2021,"Oldenburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03458,-39.3939393939394,-39,39393939
2021,"Osnabrück",Türkei,Veränderung gegenüber 2005 in Prozent,K03459,-17.7524429967427,-17,752443
2021,"Vechta",Türkei,Veränderung gegenüber 2005 in Prozent,K03460,-26.9805917912822,-26,98059179
2021,"Wesermarsch",Türkei,Veränderung gegenüber 2005 in Prozent,K03461,-35.5146124523507,-35,51461245
2021,"Wittmund",Türkei,Veränderung gegenüber 2005 in Prozent,K03462,-42.0731707317073,-42,07317073
2021,"Statistische Region Weser-Ems",Türkei,Veränderung gegenüber 2005 in Prozent,K034,-25.8262720372676,-25,82627204
2021,"Niedersachsen",Türkei,Veränderung gegenüber 2005 in Prozent,K030,-20.8095127152816,-20,80951272
2022,"Braunschweig, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03101,-13.9667617928488,-13,96676179
2022,"Salzgitter, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03102,-21.8354430379747,-21,83544304
2022,"Wolfsburg, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03103,+33.3907056798623,33,39070568
2022,"Gifhorn",Türkei,Veränderung gegenüber 2005 in Prozent,K03151,-8.56542301629007,-8,565423016
2022,"Goslar",Türkei,Veränderung gegenüber 2005 in Prozent,K03153,-26.1363636363636,-26,13636364
2022,"Helmstedt",Türkei,Veränderung gegenüber 2005 in Prozent,K03154,-19.7207678883072,-19,72076789
2022,"Northeim",Türkei,Veränderung gegenüber 2005 in Prozent,K03155,-33.7231968810916,-33,72319688
2022,"Peine",Türkei,Veränderung gegenüber 2005 in Prozent,K03157,-22.7766463000679,-22,7766463
2022,"Wolfenbüttel",Türkei,Veränderung gegenüber 2005 in Prozent,K03158,-31.3207547169811,-31,32075472
2022,"Göttingen",Türkei,Veränderung gegenüber 2005 in Prozent,K03159,-20.7428720899817,-20,74287209
2022,"Statistische Region Braunschweig",Türkei,Veränderung gegenüber 2005 in Prozent,K031,-19.0742869858695,-19,07428699
2022,"Region Hannover",Türkei,Veränderung gegenüber 2005 in Prozent,K03241,-10.0811475133843,-10,08114751
2022,"dav. Hannover, Lhst.",Türkei,Veränderung gegenüber 2005 in Prozent,K03241001,-18.062015503876,-18,0620155
2022,"dav. Hannover, Umland",Türkei,Veränderung gegenüber 2005 in Prozent,K03241999,+4.84104744419751,4,841047444
2022,"Diepholz",Türkei,Veränderung gegenüber 2005 in Prozent,K03251,-10.5145413870246,-10,51454139
2022,"Hameln-Pyrmont",Türkei,Veränderung gegenüber 2005 in Prozent,K03252,-17.1064886681155,-17,10648867
2022,"Hildesheim",Türkei,Veränderung gegenüber 2005 in Prozent,K03254,-21.9312995435984,-21,93129954
2022,"Holzminden",Türkei,Veränderung gegenüber 2005 in Prozent,K03255,-30.6273062730627,-30,62730627
2022,"Nienburg (Weser)",Türkei,Veränderung gegenüber 2005 in Prozent,K03256,-34.7278225806452,-34,72782258
2022,"Schaumburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03257,-31.6993464052288,-31,69934641
2022,"Statistische Region Hannover",Türkei,Veränderung gegenüber 2005 in Prozent,K032,-14.8442677269715,-14,84426773
2022,"Celle",Türkei,Veränderung gegenüber 2005 in Prozent,K03351,-46.4433416046319,-46,4433416
2022,"Cuxhaven",Türkei,Veränderung gegenüber 2005 in Prozent,K03352,-28.7576020851434,-28,75760209
2022,"Harburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03353,+17.6652254478073,17,66522545
2022,"Lüchow-Dannenberg",Türkei,Veränderung gegenüber 2005 in Prozent,K03354,+34.6153846153846,34,61538462
2022,"Lüneburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03355,-12.0603015075377,-12,06030151
2022,"Osterholz",Türkei,Veränderung gegenüber 2005 in Prozent,K03356,-20.1388888888889,-20,13888889
2022,"Rotenburg (Wümme)",Türkei,Veränderung gegenüber 2005 in Prozent,K03357,-27.5,-27,5
2022,"Heidekreis",Türkei,Veränderung gegenüber 2005 in Prozent,K03358,-22.8989976869699,-22,89899769
2022,"Stade",Türkei,Veränderung gegenüber 2005 in Prozent,K03359,-5.40540540540541,-5,405405405
2022,"Uelzen",Türkei,Veränderung gegenüber 2005 in Prozent,K03360,-17.1348314606742,-17,13483146
2022,"Verden",Türkei,Veränderung gegenüber 2005 in Prozent,K03361,-33.4637964774951,-33,46379648
2022,"Statistische Region Lüneburg",Türkei,Veränderung gegenüber 2005 in Prozent,K033,-21.0799225663717,-21,07992257
2022,"Delmenhorst, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03401,-28.9548468582255,-28,95484686
2022,"Emden, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03402,-22.2520107238606,-22,25201072
2022,"Oldenburg (Oldb), Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03403,-27.7023865231633,-27,70238652
2022,"Osnabrück, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03404,-19.7012138188609,-19,70121382
2022,"Wilhelmshaven, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03405,-35.6005788712012,-35,60057887
2022,"Ammerland",Türkei,Veränderung gegenüber 2005 in Prozent,K03451,-27.9778393351801,-27,97783934
2022,"Aurich",Türkei,Veränderung gegenüber 2005 in Prozent,K03452,+25,25
2022,"Cloppenburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03453,-23.1517509727626,-23,15175097
2022,"Emsland",Türkei,Veränderung gegenüber 2005 in Prozent,K03454,-21.5116279069767,-21,51162791
2022,"Friesland",Türkei,Veränderung gegenüber 2005 in Prozent,K03455,-24.6376811594203,-24,63768116
2022,"Grafschaft Bentheim",Türkei,Veränderung gegenüber 2005 in Prozent,K03456,-30,-30
2022,"Leer",Türkei,Veränderung gegenüber 2005 in Prozent,K03457,-12.3630672926448,-12,36306729
2022,"Oldenburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03458,-31.4194577352472,-31,41945774
2022,"Osnabrück",Türkei,Veränderung gegenüber 2005 in Prozent,K03459,-16.8023887079262,-16,80238871
2022,"Vechta",Türkei,Veränderung gegenüber 2005 in Prozent,K03460,-28.0941775373847,-28,09417754
2022,"Wesermarsch",Türkei,Veränderung gegenüber 2005 in Prozent,K03461,-35.8322744599746,-35,83227446
2022,"Wittmund",Türkei,Veränderung gegenüber 2005 in Prozent,K03462,-39.0243902439024,-39,02439024
2022,"Statistische Region Weser-Ems",Türkei,Veränderung gegenüber 2005 in Prozent,K034,-24.3805469659853,-24,38054697
2022,"Niedersachsen",Türkei,Veränderung gegenüber 2005 in Prozent,K030,-18.8023082850947,-18,80230829
2023,"Braunschweig, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03101,-11.8683901292597,-11,86839013
2023,"Salzgitter, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03102,-20.6487341772152,-20,64873418
2023,"Wolfsburg, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03103,+68.6746987951807,68,6746988
2023,"Gifhorn",Türkei,Veränderung gegenüber 2005 in Prozent,K03151,+5.88544403573305,5,885444036
2023,"Goslar",Türkei,Veränderung gegenüber 2005 in Prozent,K03153,-18.3884297520661,-18,38842975
2023,"Helmstedt",Türkei,Veränderung gegenüber 2005 in Prozent,K03154,-14.4851657940663,-14,48516579
2023,"Northeim",Türkei,Veränderung gegenüber 2005 in Prozent,K03155,-23.0019493177388,-23,00194932
2023,"Peine",Türkei,Veränderung gegenüber 2005 in Prozent,K03157,-19.2124915139172,-19,21249151
2023,"Wolfenbüttel",Türkei,Veränderung gegenüber 2005 in Prozent,K03158,-20,-20
2023,"Göttingen",Türkei,Veränderung gegenüber 2005 in Prozent,K03159,-15.7729531781324,-15,77295318
2023,"Statistische Region Braunschweig",Türkei,Veränderung gegenüber 2005 in Prozent,K031,-13.7150910506991,-13,71509105
2023,"Region Hannover",Türkei,Veränderung gegenüber 2005 in Prozent,K03241,-10.7714064446614,-10,77140644
2023,"dav. Hannover, Lhst.",Türkei,Veränderung gegenüber 2005 in Prozent,K03241001,-17.8811369509044,-17,88113695
2023,"dav. Hannover, Umland",Türkei,Veränderung gegenüber 2005 in Prozent,K03241999,+2.52198280027056,2,5219828
2023,"Diepholz",Türkei,Veränderung gegenüber 2005 in Prozent,K03251,-2.96420581655481,-2,964205817
2023,"Hameln-Pyrmont",Türkei,Veränderung gegenüber 2005 in Prozent,K03252,-11.5181620614716,-11,51816206
2023,"Hildesheim",Türkei,Veränderung gegenüber 2005 in Prozent,K03254,-12.9233725678597,-12,92337257
2023,"Holzminden",Türkei,Veränderung gegenüber 2005 in Prozent,K03255,-25.830258302583,-25,8302583
2023,"Nienburg (Weser)",Türkei,Veränderung gegenüber 2005 in Prozent,K03256,-22.3790322580645,-22,37903226
2023,"Schaumburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03257,-23.0392156862745,-23,03921569
2023,"Statistische Region Hannover",Türkei,Veränderung gegenüber 2005 in Prozent,K032,-12.4917163684559,-12,49171637
2023,"Celle",Türkei,Veränderung gegenüber 2005 in Prozent,K03351,-43.5483870967742,-43,5483871
2023,"Cuxhaven",Türkei,Veränderung gegenüber 2005 in Prozent,K03352,-17.0286707211121,-17,02867072
2023,"Harburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03353,+38.0481778875849,38,04817789
2023,"Lüchow-Dannenberg",Türkei,Veränderung gegenüber 2005 in Prozent,K03354,+39.4230769230769,39,42307692
2023,"Lüneburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03355,+4.02010050251256,4,020100503
2023,"Osterholz",Türkei,Veränderung gegenüber 2005 in Prozent,K03356,-9.72222222222222,-9,722222222
2023,"Rotenburg (Wümme)",Türkei,Veränderung gegenüber 2005 in Prozent,K03357,-14.5,-14,5
2023,"Heidekreis",Türkei,Veränderung gegenüber 2005 in Prozent,K03358,-27.9105628373169,-27,91056284
2023,"Stade",Türkei,Veränderung gegenüber 2005 in Prozent,K03359,+5.30341662417134,5,303416624
2023,"Uelzen",Türkei,Veränderung gegenüber 2005 in Prozent,K03360,-8.70786516853933,-8,707865169
2023,"Verden",Türkei,Veränderung gegenüber 2005 in Prozent,K03361,-31.3111545988258,-31,3111546
2023,"Statistische Region Lüneburg",Türkei,Veränderung gegenüber 2005 in Prozent,K033,-12.9908738938053,-12,99087389
2023,"Delmenhorst, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03401,-25.639406378276,-25,63940638
2023,"Emden, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03402,-8.84718498659517,-8,847184987
2023,"Oldenburg (Oldb), Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03403,-26.5325222274216,-26,53252223
2023,"Osnabrück, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03404,-14.4102085278556,-14,41020853
2023,"Wilhelmshaven, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03405,-29.0882778581766,-29,08827786
2023,"Ammerland",Türkei,Veränderung gegenüber 2005 in Prozent,K03451,-11.3573407202216,-11,35734072
2023,"Aurich",Türkei,Veränderung gegenüber 2005 in Prozent,K03452,+80.6818181818182,80,68181818
2023,"Cloppenburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03453,-8.07392996108949,-8,073929961
2023,"Emsland",Türkei,Veränderung gegenüber 2005 in Prozent,K03454,-7.39202657807309,-7,392026578
2023,"Friesland",Türkei,Veränderung gegenüber 2005 in Prozent,K03455,-4.34782608695652,-4,347826087
2023,"Grafschaft Bentheim",Türkei,Veränderung gegenüber 2005 in Prozent,K03456,-26,-26
2023,"Leer",Türkei,Veränderung gegenüber 2005 in Prozent,K03457,+27.5430359937402,27,54303599
2023,"Oldenburg",Türkei,Veränderung gegenüber 2005 in Prozent,K03458,+2.87081339712919,2,870813397
2023,"Osnabrück",Türkei,Veränderung gegenüber 2005 in Prozent,K03459,-13.9522258414767,-13,95222584
2023,"Vechta",Türkei,Veränderung gegenüber 2005 in Prozent,K03460,-24.912503977092,-24,91250398
2023,"Wesermarsch",Türkei,Veränderung gegenüber 2005 in Prozent,K03461,-25.9847522236341,-25,98475222
2023,"Wittmund",Türkei,Veränderung gegenüber 2005 in Prozent,K03462,+0.609756097560976,0,609756098
2023,"Statistische Region Weser-Ems",Türkei,Veränderung gegenüber 2005 in Prozent,K034,-15.9069916870808,-15,90699169
2023,"Niedersachsen",Türkei,Veränderung gegenüber 2005 in Prozent,K030,-13.6140432624241,-13,61404326
2024,"Braunschweig, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03101,-13.8828269263052,-13,88282693
2024,"Salzgitter, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03102,-22.4683544303797,-22,46835443
2024,"Wolfsburg, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03103,+73.8382099827883,73,83820998
2024,"Gifhorn",Türkei,Veränderung gegenüber 2005 in Prozent,K03151,+10.3520756699947,10,35207567
2024,"Goslar",Türkei,Veränderung gegenüber 2005 in Prozent,K03153,-17.3553719008264,-17,3553719
2024,"Helmstedt",Türkei,Veränderung gegenüber 2005 in Prozent,K03154,-15.7940663176265,-15,79406632
2024,"Northeim",Türkei,Veränderung gegenüber 2005 in Prozent,K03155,-18.1286549707602,-18,12865497
2024,"Peine",Türkei,Veränderung gegenüber 2005 in Prozent,K03157,-19.3822131704005,-19,38221317
2024,"Wolfenbüttel",Türkei,Veränderung gegenüber 2005 in Prozent,K03158,-16.6037735849057,-16,60377358
2024,"Göttingen",Türkei,Veränderung gegenüber 2005 in Prozent,K03159,-15.3805911587758,-15,38059116
2024,"Statistische Region Braunschweig",Türkei,Veränderung gegenüber 2005 in Prozent,K031,-13.7336349812706,-13,73363498
2024,"Region Hannover",Türkei,Veränderung gegenüber 2005 in Prozent,K03241,-10.1316542644533,-10,13165426
2024,"dav. Hannover, Lhst.",Türkei,Veränderung gegenüber 2005 in Prozent,K03241001,-18.5271317829457,-18,52713178
