Year,Gebietseinheit,Land der Staatsangehörigkeit,Units,GeoCode,Value_2,Value
2011,"Oldenburg (Oldb), Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03403,-17.0800187,-17.0800187178287
2011,"Osnabrück, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03404,-8.90133831,-8.90133831310302
2011,"Wilhelmshaven, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03405,-18.3791606,-18.3791606367583
2011,Ammerland,Türkei,Veränderung gegenüber 2005 in Prozent,K03451,-19.5290859,-19.5290858725762
2011,Aurich,Türkei,Veränderung gegenüber 2005 in Prozent,K03452,-19.0909091,-19.0909090909091
2011,Cloppenburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03453,-11.4785992,-11.4785992217899
2011,Emsland,Türkei,Veränderung gegenüber 2005 in Prozent,K03454,-14.9501661,-14.9501661129568
2011,Friesland,Türkei,Veränderung gegenüber 2005 in Prozent,K03455,-21.1594203,-21.1594202898551
2011,Grafschaft Bentheim,Türkei,Veränderung gegenüber 2005 in Prozent,K03456,-15.3142857,-15.3142857142857
2011,Leer,Türkei,Veränderung gegenüber 2005 in Prozent,K03457,-34.741784,-34.7417840375587
2011,Oldenburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03458,-20.0956938,-20.0956937799043
2011,Osnabrück,Türkei,Veränderung gegenüber 2005 in Prozent,K03459,-11.0749186,-11.0749185667752
2011,Vechta,Türkei,Veränderung gegenüber 2005 in Prozent,K03460,-8.33598473,-8.33598472796691
2011,Wesermarsch,Türkei,Veränderung gegenüber 2005 in Prozent,K03461,-20.0762389,-20.0762388818297
2011,Wittmund,Türkei,Veränderung gegenüber 2005 in Prozent,K03462,-31.7073171,-31.7073170731707
2011,Statistische Region Weser-Ems,Türkei,Veränderung gegenüber 2005 in Prozent,K034,-14.5616642,-14.5616641901932
2011,Niedersachsen,Türkei,Veränderung gegenüber 2005 in Prozent,K030,-12.3514758,-12.3514758329002
2012,"Braunschweig, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03101,-9.6860836,-9.68608359912708
2012,"Salzgitter, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03102,-12.3259494,-12.3259493670886
2012,"Wolfsburg, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03103,6.88468158,6.88468158347676
2012,Gifhorn,Türkei,Veränderung gegenüber 2005 in Prozent,K03151,-13.0320547,-13.0320546505518
2012,Goslar,Türkei,Veränderung gegenüber 2005 in Prozent,K03153,-16.5289256,-16.5289256198347
2012,Helmstedt,Türkei,Veränderung gegenüber 2005 in Prozent,K03154,-18.7609075,-18.760907504363
2012,Northeim,Türkei,Veränderung gegenüber 2005 in Prozent,K03155,-23.294347,-23.2943469785575
2012,Peine,Türkei,Veränderung gegenüber 2005 in Prozent,K03157,-14.2566191,-14.2566191446029
2012,Wolfenbüttel,Türkei,Veränderung gegenüber 2005 in Prozent,K03158,-24.6037736,-24.6037735849057
2012,Göttingen,Türkei,Veränderung gegenüber 2005 in Prozent,K03159,-16.5053623,-16.5053622809312
2012,Statistische Region Braunschweig,Türkei,Veränderung gegenüber 2005 in Prozent,K031,-13.7781404,-13.7781404146423
2012,Region Hannover,Türkei,Veränderung gegenüber 2005 in Prozent,K03241,-8.41442473,-8.41442472810532
2012,"dav. Hannover, Lhst.",Türkei,Veränderung gegenüber 2005 in Prozent,K03241001,-8.5994832,-8.59948320413437
2012,"dav. Hannover, Umland",Türkei,Veränderung gegenüber 2005 in Prozent,K03241999,-8.06841241,-8.06841240699585
2012,Diepholz,Türkei,Veränderung gegenüber 2005 in Prozent,K03251,-12.0246085,-12.0246085011186
2012,Hameln-Pyrmont,Türkei,Veränderung gegenüber 2005 in Prozent,K03252,-11.6113008,-11.611300838249
2012,Hildesheim,Türkei,Veränderung gegenüber 2005 in Prozent,K03254,-17.8717271,-17.8717271198655
2012,Holzminden,Türkei,Veränderung gegenüber 2005 in Prozent,K03255,-18.5239852,-18.5239852398524
2012,Nienburg (Weser),Türkei,Veränderung gegenüber 2005 in Prozent,K03256,-23.9415323,-23.9415322580645
2012,Schaumburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03257,-22.2222222,-22.2222222222222
2012,Statistische Region Hannover,Türkei,Veränderung gegenüber 2005 in Prozent,K032,-11.5705765,-11.5705765407555
2012,Celle,Türkei,Veränderung gegenüber 2005 in Prozent,K03351,-28.0397022,-28.0397022332506
2012,Cuxhaven,Türkei,Veränderung gegenüber 2005 in Prozent,K03352,-19.6350999,-19.635099913119
2012,Harburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03353,-15.6269302,-15.6269302038295
2012,Lüchow-Dannenberg,Türkei,Veränderung gegenüber 2005 in Prozent,K03354,-8.65384615,-8.65384615384615
2012,Lüneburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03355,-17.5879397,-17.5879396984925
2012,Osterholz,Türkei,Veränderung gegenüber 2005 in Prozent,K03356,-18.75,-18.75
2012,Rotenburg (Wümme),Türkei,Veränderung gegenüber 2005 in Prozent,K03357,-22.5,-22.5
2012,Heidekreis,Türkei,Veränderung gegenüber 2005 in Prozent,K03358,-24.2868157,-24.2868157286045
2012,Stade,Türkei,Veränderung gegenüber 2005 in Prozent,K03359,-6.78225395,-6.78225395206527
2012,Uelzen,Türkei,Veränderung gegenüber 2005 in Prozent,K03360,-31.1797753,-31.1797752808989
2012,Verden,Türkei,Veränderung gegenüber 2005 in Prozent,K03361,-20.5870841,-20.587084148728
2012,Statistische Region Lüneburg,Türkei,Veränderung gegenüber 2005 in Prozent,K033,-19.6349558,-19.6349557522124
2012,"Delmenhorst, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03401,-19.3874329,-19.3874329017998
2012,"Emden, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03402,-9.38337802,-9.38337801608579
2012,"Oldenburg (Oldb), Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03403,-18.9985962,-18.9985961628451
2012,"Osnabrück, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03404,-10.8932462,-10.8932461873638
2012,"Wilhelmshaven, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03405,-22.2865412,-22.2865412445731
2012,Ammerland,Türkei,Veränderung gegenüber 2005 in Prozent,K03451,-22.8531856,-22.8531855955679
2012,Aurich,Türkei,Veränderung gegenüber 2005 in Prozent,K03452,-21.1363636,-21.1363636363636
2012,Cloppenburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03453,-15.9533074,-15.9533073929961
2012,Emsland,Türkei,Veränderung gegenüber 2005 in Prozent,K03454,-18.8538206,-18.8538205980066
2012,Friesland,Türkei,Veränderung gegenüber 2005 in Prozent,K03455,-24.3478261,-24.3478260869565
2012,Grafschaft Bentheim,Türkei,Veränderung gegenüber 2005 in Prozent,K03456,-18.8571429,-18.8571428571429
2012,Leer,Türkei,Veränderung gegenüber 2005 in Prozent,K03457,-37.4021909,-37.4021909233177
2012,Oldenburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03458,-22.4880383,-22.488038277512
2012,Osnabrück,Türkei,Veränderung gegenüber 2005 in Prozent,K03459,-13.6807818,-13.6807817589577
2012,Vechta,Türkei,Veränderung gegenüber 2005 in Prozent,K03460,-12.9175947,-12.9175946547884
2012,Wesermarsch,Türkei,Veränderung gegenüber 2005 in Prozent,K03461,-23.0622618,-23.0622617534943
2012,Wittmund,Türkei,Veränderung gegenüber 2005 in Prozent,K03462,-36.5853659,-36.5853658536585
2012,Statistische Region Weser-Ems,Türkei,Veränderung gegenüber 2005 in Prozent,K034,-17.4089394,-17.4089394000241
2012,Niedersachsen,Türkei,Veränderung gegenüber 2005 in Prozent,K030,-14.4518719,-14.4518718973458
2013,"Braunschweig, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03101,-10.710089,-10.7100889709585
2013,"Salzgitter, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03102,-13.528481,-13.5284810126582
2013,"Wolfsburg, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03103,6.5404475,6.54044750430293
2013,Gifhorn,Türkei,Veränderung gegenüber 2005 in Prozent,K03151,-12.716763,-12.7167630057803
2013,Goslar,Türkei,Veränderung gegenüber 2005 in Prozent,K03153,-17.768595,-17.7685950413223
2013,Helmstedt,Türkei,Veränderung gegenüber 2005 in Prozent,K03154,-20.4188482,-20.4188481675393
2013,Northeim,Türkei,Veränderung gegenüber 2005 in Prozent,K03155,-26.9005848,-26.9005847953216
2013,Peine,Türkei,Veränderung gegenüber 2005 in Prozent,K03157,-16.1235574,-16.1235573659199
2013,Wolfenbüttel,Türkei,Veränderung gegenüber 2005 in Prozent,K03158,-26.7924528,-26.7924528301887
2013,Göttingen,Türkei,Veränderung gegenüber 2005 in Prozent,K03159,-17.8917081,-17.8917080826576
2013,Statistische Region Braunschweig,Türkei,Veränderung gegenüber 2005 in Prozent,K031,-15.0762156,-15.076215554649
2013,Region Hannover,Türkei,Veränderung gegenüber 2005 in Prozent,K03241,-9.87238628,-9.87238627563218
2013,"dav. Hannover, Lhst.",Türkei,Veränderung gegenüber 2005 in Prozent,K03241001,-10.4444444,-10.4444444444444
2013,"dav. Hannover, Umland",Türkei,Veränderung gegenüber 2005 in Prozent,K03241999,-8.80278288,-8.80278287757271
2013,Diepholz,Türkei,Veränderung gegenüber 2005 in Prozent,K03251,-13.4787472,-13.4787472035794
2013,Hameln-Pyrmont,Türkei,Veränderung gegenüber 2005 in Prozent,K03252,-13.5051226,-13.5051226327228
2013,Hildesheim,Türkei,Veränderung gegenüber 2005 in Prozent,K03254,-17.6074946,-17.6074945952438
2013,Holzminden,Türkei,Veränderung gegenüber 2005 in Prozent,K03255,-20.8118081,-20.8118081180812
2013,Nienburg (Weser),Türkei,Veränderung gegenüber 2005 in Prozent,K03256,-26.5625,-26.5625
2013,Schaumburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03257,-23.8562092,-23.8562091503268
2013,Statistische Region Hannover,Türkei,Veränderung gegenüber 2005 in Prozent,K032,-12.9887343,-12.9887342611001
2013,Celle,Türkei,Veränderung gegenüber 2005 in Prozent,K03351,-30.6451613,-30.6451612903226
2013,Cuxhaven,Türkei,Veränderung gegenüber 2005 in Prozent,K03352,-24.4135534,-24.4135534317984
2013,Harburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03353,-15.9975293,-15.9975293390982
2013,Lüchow-Dannenberg,Türkei,Veränderung gegenüber 2005 in Prozent,K03354,0.0,0.0
2013,Lüneburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03355,-19.1959799,-19.1959798994975
2013,Osterholz,Türkei,Veränderung gegenüber 2005 in Prozent,K03356,-19.8412698,-19.8412698412698
2013,Rotenburg (Wümme),Türkei,Veränderung gegenüber 2005 in Prozent,K03357,-24.0,-24.0
2013,Heidekreis,Türkei,Veränderung gegenüber 2005 in Prozent,K03358,-26.4456438,-26.4456437933693
2013,Stade,Türkei,Veränderung gegenüber 2005 in Prozent,K03359,-6.98623151,-6.9862315145334
2013,Uelzen,Türkei,Veränderung gegenüber 2005 in Prozent,K03360,-28.9325843,-28.9325842696629
2013,Verden,Türkei,Veränderung gegenüber 2005 in Prozent,K03361,-24.9706458,-24.9706457925636
2013,Statistische Region Lüneburg,Türkei,Veränderung gegenüber 2005 in Prozent,K033,-21.6606748,-21.6606747787611
2013,"Delmenhorst, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03401,-21.3135459,-21.3135459425324
2013,"Emden, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03402,-9.91957105,-9.91957104557641
2013,"Oldenburg (Oldb), Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03403,-20.9639682,-20.9639681796912
2013,"Osnabrück, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03404,-11.1733582,-11.1733582321818
2013,"Wilhelmshaven, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03405,-23.0101302,-23.0101302460203
2013,Ammerland,Türkei,Veränderung gegenüber 2005 in Prozent,K03451,-24.3767313,-24.3767313019391
2013,Aurich,Türkei,Veränderung gegenüber 2005 in Prozent,K03452,-18.8636364,-18.8636363636364
2013,Cloppenburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03453,-18.5797665,-18.579766536965
2013,Emsland,Türkei,Veränderung gegenüber 2005 in Prozent,K03454,-22.0930233,-22.093023255814
2013,Friesland,Türkei,Veränderung gegenüber 2005 in Prozent,K03455,-27.5362319,-27.536231884058
2013,Grafschaft Bentheim,Türkei,Veränderung gegenüber 2005 in Prozent,K03456,-21.1428571,-21.1428571428571
2013,Leer,Türkei,Veränderung gegenüber 2005 in Prozent,K03457,-38.6541471,-38.6541471048513
2013,Oldenburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03458,-26.4752791,-26.4752791068581
2013,Osnabrück,Türkei,Veränderung gegenüber 2005 in Prozent,K03459,-14.6036916,-14.6036916395223
2013,Vechta,Türkei,Veränderung gegenüber 2005 in Prozent,K03460,-15.7811009,-15.7811008590519
2013,Wesermarsch,Türkei,Veränderung gegenüber 2005 in Prozent,K03461,-26.8106734,-26.8106734434562
2013,Wittmund,Türkei,Veränderung gegenüber 2005 in Prozent,K03462,-40.2439024,-40.2439024390244
2013,Statistische Region Weser-Ems,Türkei,Veränderung gegenüber 2005 in Prozent,K034,-19.2522389,-19.252238865909
2013,Niedersachsen,Türkei,Veränderung gegenüber 2005 in Prozent,K030,-16.0146239,-16.0146239179914
2014,"Braunschweig, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03101,-11.4990767,-11.499076716468
2014,"Salzgitter, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03102,-14.556962,-14.5569620253165
2014,"Wolfsburg, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03103,7.74526678,7.74526678141136
2014,Gifhorn,Türkei,Veränderung gegenüber 2005 in Prozent,K03151,-13.7151865,-13.7151865475565
2014,Goslar,Türkei,Veränderung gegenüber 2005 in Prozent,K03153,-19.5764463,-19.5764462809917
2014,Helmstedt,Türkei,Veränderung gegenüber 2005 in Prozent,K03154,-20.8551483,-20.8551483420593
2014,Northeim,Türkei,Veränderung gegenüber 2005 in Prozent,K03155,-29.6296296,-29.6296296296296
2014,Peine,Türkei,Veränderung gegenüber 2005 in Prozent,K03157,-18.7712152,-18.7712152070604
2014,Wolfenbüttel,Türkei,Veränderung gegenüber 2005 in Prozent,K03158,-28.6792453,-28.6792452830189
2014,Göttingen,Türkei,Veränderung gegenüber 2005 in Prozent,K03159,-18.9903217,-18.9903217368559
2014,Statistische Region Braunschweig,Türkei,Veränderung gegenüber 2005 in Prozent,K031,-16.3260765,-16.3260764751697
2014,Region Hannover,Türkei,Veränderung gegenüber 2005 in Prozent,K03241,-10.4313277,-10.4313276541298
2014,"dav. Hannover, Lhst.",Türkei,Veränderung gegenüber 2005 in Prozent,K03241001,-11.1059432,-11.1059431524548
2014,"dav. Hannover, Umland",Türkei,Veränderung gegenüber 2005 in Prozent,K03241999,-9.16996811,-9.16996811286115
2014,Diepholz,Türkei,Veränderung gegenüber 2005 in Prozent,K03251,-17.9530201,-17.9530201342282
2014,Hameln-Pyrmont,Türkei,Veränderung gegenüber 2005 in Prozent,K03252,-13.9708165,-13.9708165166097
2014,Hildesheim,Türkei,Veränderung gegenüber 2005 in Prozent,K03254,-19.4811434,-19.4811434061975
2014,Holzminden,Türkei,Veränderung gegenüber 2005 in Prozent,K03255,-22.9520295,-22.9520295202952
2014,Nienburg (Weser),Türkei,Veränderung gegenüber 2005 in Prozent,K03256,-28.6794355,-28.679435483871
2014,Schaumburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03257,-25.6535948,-25.6535947712418
2014,Statistische Region Hannover,Türkei,Veränderung gegenüber 2005 in Prozent,K032,-14.0159046,-14.0159045725646
2014,Celle,Türkei,Veränderung gegenüber 2005 in Prozent,K03351,-32.7956989,-32.7956989247312
2014,Cuxhaven,Türkei,Veränderung gegenüber 2005 in Prozent,K03352,-25.6298871,-25.629887054735
2014,Harburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03353,-15.8739963,-15.8739962940086
2014,Lüchow-Dannenberg,Türkei,Veränderung gegenüber 2005 in Prozent,K03354,-0.96153846,-0.961538461538462
2014,Lüneburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03355,-22.0100503,-22.0100502512563
2014,Osterholz,Türkei,Veränderung gegenüber 2005 in Prozent,K03356,-22.718254,-22.718253968254
2014,Rotenburg (Wümme),Türkei,Veränderung gegenüber 2005 in Prozent,K03357,-26.8,-26.8
2014,Heidekreis,Türkei,Veränderung gegenüber 2005 in Prozent,K03358,-27.7563608,-27.7563608326908
2014,Stade,Türkei,Veränderung gegenüber 2005 in Prozent,K03359,-7.75114737,-7.75114737378888
2014,Uelzen,Türkei,Veränderung gegenüber 2005 in Prozent,K03360,-28.3707865,-28.3707865168539
2014,Verden,Türkei,Veränderung gegenüber 2005 in Prozent,K03361,-27.1624266,-27.1624266144814
2014,Statistische Region Lüneburg,Türkei,Veränderung gegenüber 2005 in Prozent,K033,-23.2923119,-23.2923119469027
2014,"Delmenhorst, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03401,-22.2923903,-22.2923902747079
2014,"Emden, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03402,-12.3324397,-12.3324396782842
2014,"Oldenburg (Oldb), Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03403,-23.2101076,-23.2101076275152
2014,"Osnabrück, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03404,-12.9162776,-12.91627762216
2014,"Wilhelmshaven, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03405,-23.878437,-23.8784370477569
2014,Ammerland,Türkei,Veränderung gegenüber 2005 in Prozent,K03451,-28.531856,-28.5318559556787
2014,Aurich,Türkei,Veränderung gegenüber 2005 in Prozent,K03452,-17.5,-17.5
2014,Cloppenburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03453,-20.3307393,-20.3307392996109
2014,Emsland,Türkei,Veränderung gegenüber 2005 in Prozent,K03454,-23.255814,-23.2558139534884
2014,Friesland,Türkei,Veränderung gegenüber 2005 in Prozent,K03455,-34.4927536,-34.4927536231884
2014,Grafschaft Bentheim,Türkei,Veränderung gegenüber 2005 in Prozent,K03456,-23.3714286,-23.3714285714286
2014,Leer,Türkei,Veränderung gegenüber 2005 in Prozent,K03457,-40.8450704,-40.8450704225352
2014,Oldenburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03458,-31.2599681,-31.2599681020734
2014,Osnabrück,Türkei,Veränderung gegenüber 2005 in Prozent,K03459,-16.9381107,-16.9381107491857
2014,Vechta,Türkei,Veränderung gegenüber 2005 in Prozent,K03460,-16.4174356,-16.4174355711104
2014,Wesermarsch,Türkei,Veränderung gegenüber 2005 in Prozent,K03461,-26.8106734,-26.8106734434562
2014,Wittmund,Türkei,Veränderung gegenüber 2005 in Prozent,K03462,-39.0243902,-39.0243902439024
2014,Statistische Region Weser-Ems,Türkei,Veränderung gegenüber 2005 in Prozent,K034,-20.9268704,-20.926870406811
2014,Niedersachsen,Türkei,Veränderung gegenüber 2005 in Prozent,K030,-17.3184107,-17.3184107242065
2015,"Braunschweig, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03101,-13.6981702,-13.6981702199094
2015,"Salzgitter, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03102,-15.5063291,-15.506329113924
2015,"Wolfsburg, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03103,8.95008606,8.95008605851979
2015,Gifhorn,Türkei,Veränderung gegenüber 2005 in Prozent,K03151,-14.188124,-14.1881240147136
2015,Goslar,Türkei,Veränderung gegenüber 2005 in Prozent,K03153,-20.7128099,-20.7128099173554
2015,Helmstedt,Türkei,Veränderung gegenüber 2005 in Prozent,K03154,-23.5602094,-23.5602094240838
2015,Northeim,Türkei,Veränderung gegenüber 2005 in Prozent,K03155,-30.0194932,-30.0194931773879
2015,Peine,Türkei,Veränderung gegenüber 2005 in Prozent,K03157,-19.1785472,-19.1785471826205
2015,Wolfenbüttel,Türkei,Veränderung gegenüber 2005 in Prozent,K03158,-29.5849057,-29.5849056603774
2015,Göttingen,Türkei,Veränderung gegenüber 2005 in Prozent,K03159,-19.3565263,-19.3565262882553
2015,Statistische Region Braunschweig,Türkei,Veränderung gegenüber 2005 in Prozent,K031,-17.3942069,-17.3942068760895
2015,Region Hannover,Türkei,Veränderung gegenüber 2005 in Prozent,K03241,-11.451564,-11.4515640257248
2015,"dav. Hannover, Lhst.",Türkei,Veränderung gegenüber 2005 in Prozent,K03241001,-12.2170543,-12.2170542635659
2015,"dav. Hannover, Umland",Türkei,Veränderung gegenüber 2005 in Prozent,K03241999,-10.0202918,-10.0202918156344
2015,Diepholz,Türkei,Veränderung gegenüber 2005 in Prozent,K03251,-17.2259508,-17.2259507829978
2015,Hameln-Pyrmont,Türkei,Veränderung gegenüber 2005 in Prozent,K03252,-14.4365104,-14.4365104004967
2015,Hildesheim,Türkei,Veränderung gegenüber 2005 in Prozent,K03254,-20.4900312,-20.4900312274802
2015,Holzminden,Türkei,Veränderung gegenüber 2005 in Prozent,K03255,-24.501845,-24.5018450184502
2015,Nienburg (Weser),Türkei,Veränderung gegenüber 2005 in Prozent,K03256,-29.7883065,-29.7883064516129
2015,Schaumburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03257,-28.3006536,-28.3006535947712
2015,Statistische Region Hannover,Türkei,Veränderung gegenüber 2005 in Prozent,K032,-15.0563287,-15.0563286944997
2015,Celle,Türkei,Veränderung gegenüber 2005 in Prozent,K03351,-36.0215054,-36.0215053763441
2015,Cuxhaven,Türkei,Veränderung gegenüber 2005 in Prozent,K03352,-25.716768,-25.7167680278019
2015,Harburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03353,-16.2445954,-16.2445954292773
2015,Lüchow-Dannenberg,Türkei,Veränderung gegenüber 2005 in Prozent,K03354,0.0,0.0
2015,Lüneburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03355,-22.5125628,-22.5125628140704
2015,Osterholz,Türkei,Veränderung gegenüber 2005 in Prozent,K03356,-26.7857143,-26.7857142857143
2015,Rotenburg (Wümme),Türkei,Veränderung gegenüber 2005 in Prozent,K03357,-28.6,-28.6
2015,Heidekreis,Türkei,Veränderung gegenüber 2005 in Prozent,K03358,-28.9128759,-28.9128758673863
2015,Stade,Türkei,Veränderung gegenüber 2005 in Prozent,K03359,-8.77103519,-8.77103518612953
2015,Uelzen,Türkei,Veränderung gegenüber 2005 in Prozent,K03360,-27.247191,-27.247191011236
2015,Verden,Türkei,Veränderung gegenüber 2005 in Prozent,K03361,-29.0410959,-29.041095890411
2015,Statistische Region Lüneburg,Türkei,Veränderung gegenüber 2005 in Prozent,K033,-24.8617257,-24.8617256637168
2015,"Delmenhorst, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03401,-22.8923271,-22.8923271234607
2015,"Emden, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03402,-18.766756,-18.7667560321716
2015,"Oldenburg (Oldb), Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03403,-25.7838091,-25.7838090781469
2015,"Osnabrück, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03404,-14.5347028,-14.5347027699969
2015,"Wilhelmshaven, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03405,-27.2069465,-27.2069464544139
2015,Ammerland,Türkei,Veränderung gegenüber 2005 in Prozent,K03451,-29.501385,-29.5013850415512
2015,Aurich,Türkei,Veränderung gegenüber 2005 in Prozent,K03452,-15.0,-15.0
2015,Cloppenburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03453,-22.3735409,-22.3735408560311
2015,Emsland,Türkei,Veränderung gegenüber 2005 in Prozent,K03454,-24.1694352,-24.1694352159468
2015,Friesland,Türkei,Veränderung gegenüber 2005 in Prozent,K03455,-38.8405797,-38.8405797101449
2015,Grafschaft Bentheim,Türkei,Veränderung gegenüber 2005 in Prozent,K03456,-25.4285714,-25.4285714285714
2015,Leer,Türkei,Veränderung gegenüber 2005 in Prozent,K03457,-40.3755869,-40.3755868544601
2015,Oldenburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03458,-33.8118022,-33.8118022328549
2015,Osnabrück,Türkei,Veränderung gegenüber 2005 in Prozent,K03459,-18.6210641,-18.6210640608035
2015,Vechta,Türkei,Veränderung gegenüber 2005 in Prozent,K03460,-17.690105,-17.6901049952275
2015,Wesermarsch,Türkei,Veränderung gegenüber 2005 in Prozent,K03461,-26.6200762,-26.6200762388818
2015,Wittmund,Türkei,Veränderung gegenüber 2005 in Prozent,K03462,-43.2926829,-43.2926829268293
2015,Statistische Region Weser-Ems,Türkei,Veränderung gegenüber 2005 in Prozent,K034,-22.4167704,-22.4167704108269
2015,Niedersachsen,Türkei,Veränderung gegenüber 2005 in Prozent,K030,-18.5343823,-18.534382336601
2016,"Braunschweig, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03101,-12.3719993,-12.3719993285211
2016,"Salzgitter, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03102,-16.3765823,-16.376582278481
2016,"Wolfsburg, Stadt",Türkei,Veränderung gegenüber 2005 in Prozent,K03103,8.43373494,8.43373493975904
2016,Gifhorn,Türkei,Veränderung gegenüber 2005 in Prozent,K03151,-13.8202838,-13.8202837624803
2016,Goslar,Türkei,Veränderung gegenüber 2005 in Prozent,K03153,-22.7789256,-22.7789256198347
2016,Helmstedt,Türkei,Veränderung gegenüber 2005 in Prozent,K03154,-22.3385689,-22.3385689354276
2016,Northeim,Türkei,Veränderung gegenüber 2005 in Prozent,K03155,-28.8499025,-28.8499025341131
2016,Peine,Türkei,Veränderung gegenüber 2005 in Prozent,K03157,-19.7216565,-19.7216564833673
2016,Wolfenbüttel,Türkei,Veränderung gegenüber 2005 in Prozent,K03158,-30.5660377,-30.5660377358491
2016,Göttingen,Türkei,Veränderung gegenüber 2005 in Prozent,K03159,-20.6120848,-20.6120847501962
2016,Statistische Region Braunschweig,Türkei,Veränderung gegenüber 2005 in Prozent,K031,-17.5907725,-17.5907725401476
2016,Region Hannover,Türkei,Veränderung gegenüber 2005 in Prozent,K03241,-12.1687599,-12.1687598909054
2016,"dav. Hannover, Lhst.",Türkei,Veränderung gegenüber 2005 in Prozent,K03241001,-13.9534884,-13.953488372093
2016,"dav. Hannover, Umland",Türkei,Veränderung gegenüber 2005 in Prozent,K03241999,-8.83177119,-8.8317711856218
2016,Diepholz,Türkei,Veränderung gegenüber 2005 in Prozent,K03251,-16.1073826,-16.1073825503356
2016,Hameln-Pyrmont,Türkei,Veränderung gegenüber 2005 in Prozent,K03252,-15.0884818,-15.0884818379385
2016,Hildesheim,Türkei,Veränderung gegenüber 2005 in Prozent,K03254,-21.8111939,-21.8111938505885
2016,Holzminden,Türkei,Veränderung gegenüber 2005 in Prozent,K03255,-25.0922509,-25.0922509225092
2016,Nienburg (Weser),Türkei,Veränderung gegenüber 2005 in Prozent,K03256,-30.6955645,-30.695564516129
2016,Schaumburg,Türkei,Veränderung gegenüber 2005 in Prozent,K03257,-28.7581699,-28.7581699346405
2016,Statistische Region Hannover,Türkei,Veränderung gegenüber 2005 in Prozent,K032,-15.7499448,-15.7499447757897
2016,Celle,Türkei,Veränderung gegenüber 2005 in Prozent,K03351,-38.3788255,-38.3788254755997
2016,Cuxhaven,Türkei,Veränderung gegenüber 2005 in Prozent,K03352,-27.0199826,-27.0199826238054
