Year,Staatsangehörigkeit,Erreichter Abschluss,Besuchte Schule,Value
2015,Ausländerinnen und Ausländer,Fachhochschulreife,Fachoberschule,387.0
2015,Ausländerinnen und Ausländer,Realschulabschluss,Fachoberschule,
2015,Ausländerinnen und Ausländer,Hauptschulabschluss,Fachoberschule,
2015,Ausländerinnen und Ausländer,erfolgreicher Besuch,Fachoberschule,
2015,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Fachoberschule,
2015,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Fachoberschule,
2015,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Fachoberschule,75.0
2015,Ausländerinnen und Ausländer,,Fachoberschule,462.0
2015,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,213.0
2014,Deutsche,Allgemeine Hochschulreife,Fachoberschule,
2014,Deutsche,Fachhochschulreife,Fachoberschule,9164.0
2014,Deutsche,Realschulabschluss,Fachoberschule,3.0
2014,Deutsche,Hauptschulabschluss,Fachoberschule,
2014,Deutsche,erfolgreicher Besuch,Fachoberschule,
2014,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Fachoberschule,
2014,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Fachoberschule,
2014,Deutsche,ohne erfolgreichen Besuch/Abschluss,Fachoberschule,776.0
2014,Deutsche,,Fachoberschule,9943.0
2014,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,2530.0
2014,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Fachoberschule,
2014,Ausländerinnen und Ausländer,Fachhochschulreife,Fachoberschule,450.0
2014,Ausländerinnen und Ausländer,Realschulabschluss,Fachoberschule,
2014,Ausländerinnen und Ausländer,Hauptschulabschluss,Fachoberschule,
2014,Ausländerinnen und Ausländer,erfolgreicher Besuch,Fachoberschule,
2014,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Fachoberschule,
2014,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Fachoberschule,
2014,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Fachoberschule,74.0
2014,Ausländerinnen und Ausländer,,Fachoberschule,524.0
2014,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,214.0
2012,Deutsche,Allgemeine Hochschulreife,Fachoberschule,
2012,Deutsche,Fachhochschulreife,Fachoberschule,8625.0
2012,Deutsche,Realschulabschluss,Fachoberschule,
2012,Deutsche,Hauptschulabschluss,Fachoberschule,
2012,Deutsche,erfolgreicher Besuch,Fachoberschule,
2012,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Fachoberschule,
2012,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Fachoberschule,
2012,Deutsche,ohne erfolgreichen Besuch/Abschluss,Fachoberschule,1357.0
2012,Deutsche,,Fachoberschule,9982.0
2012,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,1978.0
2012,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Fachoberschule,
2012,Ausländerinnen und Ausländer,Fachhochschulreife,Fachoberschule,407.0
2012,Ausländerinnen und Ausländer,Realschulabschluss,Fachoberschule,
2012,Ausländerinnen und Ausländer,Hauptschulabschluss,Fachoberschule,
2012,Ausländerinnen und Ausländer,erfolgreicher Besuch,Fachoberschule,
2012,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Fachoberschule,
2012,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Fachoberschule,
2012,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Fachoberschule,110.0
2012,Ausländerinnen und Ausländer,,Fachoberschule,517.0
2012,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,169.0
2011,Deutsche,Allgemeine Hochschulreife,Fachoberschule,
2011,Deutsche,Fachhochschulreife,Fachoberschule,8610.0
2011,Deutsche,Realschulabschluss,Fachoberschule,
2011,Deutsche,Hauptschulabschluss,Fachoberschule,
2011,Deutsche,erfolgreicher Besuch,Fachoberschule,
2011,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Fachoberschule,
2011,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Fachoberschule,
2011,Deutsche,ohne erfolgreichen Besuch/Abschluss,Fachoberschule,1311.0
2011,Deutsche,,Fachoberschule,9921.0
2011,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,1966.0
2011,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Fachoberschule,
2011,Ausländerinnen und Ausländer,Fachhochschulreife,Fachoberschule,377.0
2011,Ausländerinnen und Ausländer,Realschulabschluss,Fachoberschule,
2011,Ausländerinnen und Ausländer,Hauptschulabschluss,Fachoberschule,
2011,Ausländerinnen und Ausländer,erfolgreicher Besuch,Fachoberschule,
2011,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Fachoberschule,
2011,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Fachoberschule,
2011,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Fachoberschule,107.0
2011,Ausländerinnen und Ausländer,,Fachoberschule,484.0
2011,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,163.0
2010,Deutsche,Allgemeine Hochschulreife,Fachoberschule,
2010,Deutsche,Fachhochschulreife,Fachoberschule,7893.0
2010,Deutsche,Realschulabschluss,Fachoberschule,
2010,Deutsche,Hauptschulabschluss,Fachoberschule,
2010,Deutsche,erfolgreicher Besuch,Fachoberschule,
2010,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Fachoberschule,
2010,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Fachoberschule,
2010,Deutsche,ohne erfolgreichen Besuch/Abschluss,Fachoberschule,1376.0
2010,Deutsche,,Fachoberschule,9269.0
2010,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,1909.0
2010,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Fachoberschule,
2010,Ausländerinnen und Ausländer,Fachhochschulreife,Fachoberschule,290.0
2010,Ausländerinnen und Ausländer,Realschulabschluss,Fachoberschule,
2010,Ausländerinnen und Ausländer,Hauptschulabschluss,Fachoberschule,
2010,Ausländerinnen und Ausländer,erfolgreicher Besuch,Fachoberschule,
2010,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Fachoberschule,
2010,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Fachoberschule,
2010,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Fachoberschule,93.0
2010,Ausländerinnen und Ausländer,,Fachoberschule,383.0
2010,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,159.0
2006,Deutsche,Allgemeine Hochschulreife,Fachoberschule,
2006,Deutsche,Fachhochschulreife,Fachoberschule,6384.0
2006,Deutsche,Realschulabschluss,Fachoberschule,
2006,Deutsche,Hauptschulabschluss,Fachoberschule,
2006,Deutsche,erfolgreicher Besuch,Fachoberschule,
2006,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Fachoberschule,
2006,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Fachoberschule,
2006,Deutsche,ohne erfolgreichen Besuch/Abschluss,Fachoberschule,1335.0
2006,Deutsche,,Fachoberschule,7719.0
2006,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,1774.0
2006,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Fachoberschule,
2006,Ausländerinnen und Ausländer,Fachhochschulreife,Fachoberschule,161.0
2006,Ausländerinnen und Ausländer,Realschulabschluss,Fachoberschule,
2006,Ausländerinnen und Ausländer,Hauptschulabschluss,Fachoberschule,
2006,Ausländerinnen und Ausländer,erfolgreicher Besuch,Fachoberschule,
2006,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Fachoberschule,
2006,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Fachoberschule,
2006,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Fachoberschule,96.0
2006,Ausländerinnen und Ausländer,,Fachoberschule,257.0
2006,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,136.0
2005,Deutsche,Allgemeine Hochschulreife,Fachoberschule,
2005,Deutsche,Fachhochschulreife,Fachoberschule,6470.0
2005,Deutsche,Realschulabschluss,Fachoberschule,
2005,Deutsche,Hauptschulabschluss,Fachoberschule,
2005,Deutsche,erfolgreicher Besuch,Fachoberschule,
2005,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Fachoberschule,
2005,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Fachoberschule,
2005,Deutsche,ohne erfolgreichen Besuch/Abschluss,Fachoberschule,1226.0
2005,Deutsche,,Fachoberschule,7696.0
2005,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,1481.0
2005,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Fachoberschule,
2005,Ausländerinnen und Ausländer,Fachhochschulreife,Fachoberschule,171.0
2005,Ausländerinnen und Ausländer,Realschulabschluss,Fachoberschule,
2005,Ausländerinnen und Ausländer,Hauptschulabschluss,Fachoberschule,
2005,Ausländerinnen und Ausländer,erfolgreicher Besuch,Fachoberschule,
2005,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Fachoberschule,
2005,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Fachoberschule,
2005,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Fachoberschule,67.0
2005,Ausländerinnen und Ausländer,,Fachoberschule,238.0
2005,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Fachoberschule,96.0
2019,Deutsche,Allgemeine Hochschulreife,Berufsoberschule,
2019,Deutsche,Fachhochschulreife,Berufsoberschule,
2019,Deutsche,Schulischer Teil der Fachhochschulreife,Berufsoberschule,
2019,Deutsche,Realschulabschluss,Berufsoberschule,
2019,Deutsche,Hauptschulabschluss,Berufsoberschule,
2019,Deutsche,Erfolgreicher Besuch,Berufsoberschule,
2019,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2019,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,
2019,Deutsche,,Berufsoberschule,
2019,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,
2019,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsoberschule,
2019,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsoberschule,
2019,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufsoberschule,
2019,Ausländerinnen und Ausländer,Realschulabschluss,Berufsoberschule,
2019,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsoberschule,
2019,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufsoberschule,
2019,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2019,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,
2019,Ausländerinnen und Ausländer,,Berufsoberschule,
2019,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,
2018,Deutsche,Allgemeine Hochschulreife,Berufsoberschule,77.0
2018,Deutsche,Fachhochschulreife,Berufsoberschule,
2018,Deutsche,Schulischer Teil der Fachhochschulreife,Berufsoberschule,
2018,Deutsche,Realschulabschluss,Berufsoberschule,
2018,Deutsche,Hauptschulabschluss,Berufsoberschule,
2018,Deutsche,Erfolgreicher Besuch,Berufsoberschule,
2018,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2018,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,
2018,Deutsche,,Berufsoberschule,77.0
2018,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,15.0
2018,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsoberschule,4.0
2018,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsoberschule,
2018,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufsoberschule,
2018,Ausländerinnen und Ausländer,Realschulabschluss,Berufsoberschule,
2018,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsoberschule,
2018,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufsoberschule,
2018,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2018,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,
2018,Ausländerinnen und Ausländer,,Berufsoberschule,4.0
2018,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,1.0
2017,Deutsche,Allgemeine Hochschulreife,Berufsoberschule,114.0
2017,Deutsche,Fachhochschulreife,Berufsoberschule,
2017,Deutsche,Schulischer Teil der Fachhochschulreife,Berufsoberschule,
2017,Deutsche,Realschulabschluss,Berufsoberschule,
2017,Deutsche,Hauptschulabschluss,Berufsoberschule,
2017,Deutsche,Erfolgreicher Besuch,Berufsoberschule,
2017,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2017,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,4.0
2017,Deutsche,,Berufsoberschule,118.0
2017,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,19.0
2017,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsoberschule,4.0
2017,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsoberschule,
2017,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufsoberschule,
2017,Ausländerinnen und Ausländer,Realschulabschluss,Berufsoberschule,
2017,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsoberschule,
2017,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufsoberschule,
2017,Ausländerinnen und Ausländer,Entlassungen aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2017,Ausländerinnen und Ausländer,Ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,
2017,Ausländerinnen und Ausländer,,Berufsoberschule,4.0
2017,Ausländerinnen und Ausländer,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,
2015,Deutsche,Allgemeine Hochschulreife,Berufsoberschule,165.0
2015,Deutsche,Fachhochschulreife,Berufsoberschule,
2015,Deutsche,Realschulabschluss,Berufsoberschule,
2015,Deutsche,Hauptschulabschluss,Berufsoberschule,
2015,Deutsche,erfolgreicher Besuch,Berufsoberschule,
2015,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2015,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsoberschule,
2015,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,5.0
2015,Deutsche,,Berufsoberschule,170.0
2015,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,16.0
2015,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsoberschule,4.0
2015,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsoberschule,
2015,Ausländerinnen und Ausländer,Realschulabschluss,Berufsoberschule,
2015,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsoberschule,
2015,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsoberschule,
2015,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2015,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsoberschule,
2015,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,
2015,Ausländerinnen und Ausländer,,Berufsoberschule,4.0
2015,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,1.0
2014,Deutsche,Allgemeine Hochschulreife,Berufsoberschule,200.0
2014,Deutsche,Fachhochschulreife,Berufsoberschule,
2014,Deutsche,Realschulabschluss,Berufsoberschule,
2014,Deutsche,Hauptschulabschluss,Berufsoberschule,
2014,Deutsche,erfolgreicher Besuch,Berufsoberschule,
2014,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2014,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsoberschule,
2014,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,6.0
2014,Deutsche,,Berufsoberschule,206.0
2014,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,28.0
2014,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsoberschule,1.0
2014,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsoberschule,
2014,Ausländerinnen und Ausländer,Realschulabschluss,Berufsoberschule,
2014,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsoberschule,
2014,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsoberschule,
2014,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2014,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsoberschule,
2014,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,
2014,Ausländerinnen und Ausländer,,Berufsoberschule,1.0
2014,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,1.0
2012,Deutsche,Allgemeine Hochschulreife,Berufsoberschule,347.0
2012,Deutsche,Fachhochschulreife,Berufsoberschule,
2012,Deutsche,Realschulabschluss,Berufsoberschule,
2012,Deutsche,Hauptschulabschluss,Berufsoberschule,
2012,Deutsche,erfolgreicher Besuch,Berufsoberschule,
2012,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2012,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsoberschule,
2012,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,10.0
2012,Deutsche,,Berufsoberschule,357.0
2012,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,68.0
2012,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsoberschule,5.0
2012,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsoberschule,
2012,Ausländerinnen und Ausländer,Realschulabschluss,Berufsoberschule,
2012,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsoberschule,
2012,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsoberschule,
2012,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2012,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsoberschule,
2012,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,
2012,Ausländerinnen und Ausländer,,Berufsoberschule,5.0
2012,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,4.0
2011,Deutsche,Allgemeine Hochschulreife,Berufsoberschule,354.0
2011,Deutsche,Fachhochschulreife,Berufsoberschule,
2011,Deutsche,Realschulabschluss,Berufsoberschule,
2011,Deutsche,Hauptschulabschluss,Berufsoberschule,
2011,Deutsche,erfolgreicher Besuch,Berufsoberschule,
2011,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2011,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsoberschule,
2011,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,16.0
2011,Deutsche,,Berufsoberschule,370.0
2011,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,75.0
2011,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsoberschule,5.0
2011,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsoberschule,
2011,Ausländerinnen und Ausländer,Realschulabschluss,Berufsoberschule,
2011,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsoberschule,
2011,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsoberschule,
2011,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2011,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsoberschule,
2011,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,
2011,Ausländerinnen und Ausländer,,Berufsoberschule,5.0
2011,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,3.0
2010,Deutsche,Allgemeine Hochschulreife,Berufsoberschule,334.0
2010,Deutsche,Fachhochschulreife,Berufsoberschule,
2010,Deutsche,Realschulabschluss,Berufsoberschule,
2010,Deutsche,Hauptschulabschluss,Berufsoberschule,
2010,Deutsche,erfolgreicher Besuch,Berufsoberschule,
2010,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2010,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsoberschule,
2010,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,12.0
2010,Deutsche,,Berufsoberschule,346.0
2010,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,50.0
2010,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsoberschule,7.0
2010,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsoberschule,
2010,Ausländerinnen und Ausländer,Realschulabschluss,Berufsoberschule,
2010,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsoberschule,
2010,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsoberschule,
2010,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2010,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsoberschule,
2010,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,
2010,Ausländerinnen und Ausländer,,Berufsoberschule,7.0
2010,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,2.0
2006,Deutsche,Allgemeine Hochschulreife,Berufsoberschule,331.0
2006,Deutsche,Fachhochschulreife,Berufsoberschule,
2006,Deutsche,Realschulabschluss,Berufsoberschule,
2006,Deutsche,Hauptschulabschluss,Berufsoberschule,
2006,Deutsche,erfolgreicher Besuch,Berufsoberschule,
2006,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2006,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsoberschule,
2006,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,22.0
2006,Deutsche,,Berufsoberschule,353.0
2006,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,45.0
2006,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsoberschule,5.0
2006,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsoberschule,
2006,Ausländerinnen und Ausländer,Realschulabschluss,Berufsoberschule,
2006,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsoberschule,
2006,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsoberschule,
2006,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2006,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsoberschule,
2006,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,
2006,Ausländerinnen und Ausländer,,Berufsoberschule,5.0
2006,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,1.0
2005,Deutsche,Allgemeine Hochschulreife,Berufsoberschule,261.0
2005,Deutsche,Fachhochschulreife,Berufsoberschule,
2005,Deutsche,Realschulabschluss,Berufsoberschule,
2005,Deutsche,Hauptschulabschluss,Berufsoberschule,
2005,Deutsche,erfolgreicher Besuch,Berufsoberschule,
2005,Deutsche,Entlassung aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2005,Deutsche,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsoberschule,
2005,Deutsche,ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,24.0
2005,Deutsche,,Berufsoberschule,285.0
2005,Deutsche,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,48.0
2005,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufsoberschule,3.0
2005,Ausländerinnen und Ausländer,Fachhochschulreife,Berufsoberschule,
2005,Ausländerinnen und Ausländer,Realschulabschluss,Berufsoberschule,
2005,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufsoberschule,
2005,Ausländerinnen und Ausländer,erfolgreicher Besuch,Berufsoberschule,
2005,Ausländerinnen und Ausländer,Entlassung aus dem Berufsvorbereitungsjahr,Berufsoberschule,
2005,Ausländerinnen und Ausländer,ohne erfolgr. Besuch m. gleichz. erworb. Hauptschulabschl.,Berufsoberschule,
2005,Ausländerinnen und Ausländer,ohne erfolgreichen Besuch/Abschluss,Berufsoberschule,1.0
2005,Ausländerinnen und Ausländer,,Berufsoberschule,4.0
2005,Ausländerinnen und Ausländer,nachrichtlich: Abbruch im laufenden Schuljahr,Berufsoberschule,2.0
2019,Deutsche,Allgemeine Hochschulreife,Berufl. Gymnasium,5072.0
2019,Deutsche,Fachhochschulreife,Berufl. Gymnasium,50.0
2019,Deutsche,Schulischer Teil der Fachhochschulreife,Berufl. Gymnasium,845.0
2019,Deutsche,Realschulabschluss,Berufl. Gymnasium,
2019,Deutsche,Hauptschulabschluss,Berufl. Gymnasium,
2019,Deutsche,Erfolgreicher Besuch,Berufl. Gymnasium,
2019,Deutsche,Entlassungen aus dem Berufsvorbereitungsjahr,Berufl. Gymnasium,
2019,Deutsche,Ohne erfolgreichen Besuch/Abschluss,Berufl. Gymnasium,111.0
2019,Deutsche,,Berufl. Gymnasium,6085.0
2019,Deutsche,   nachrichtlich: Abbruch im laufenden Schuljahr,Berufl. Gymnasium,1751.0
2019,Ausländerinnen und Ausländer,Allgemeine Hochschulreife,Berufl. Gymnasium,131.0
2019,Ausländerinnen und Ausländer,Fachhochschulreife,Berufl. Gymnasium,4.0
2019,Ausländerinnen und Ausländer,Schulischer Teil der Fachhochschulreife,Berufl. Gymnasium,42.0
2019,Ausländerinnen und Ausländer,Realschulabschluss,Berufl. Gymnasium,
2019,Ausländerinnen und Ausländer,Hauptschulabschluss,Berufl. Gymnasium,
2019,Ausländerinnen und Ausländer,Erfolgreicher Besuch,Berufl. Gymnasium,
